ID,Wordform_ID,Example_ID,Index,Parameter_ID
ctorat-43-0,tewi-3pro,ctorat-43,0,
ctorat-43-1,ma-rst,ctorat-43,1,
ctorat-43-2,tase-say-pst,ctorat-43,2,
ctorat-43-3,make-mom,ctorat-43,3,
ctorat-43-4,ya-erg,ctorat-43,4,
ctorat-44-0,tawara-too,ctorat-44,0,
ctorat-44-1,ma-rst,ctorat-44,1,
ctorat-44-2,ta-say-ipfv,ctorat-44,2,
ctorat-44-3,ti-hsy,ctorat-44,3,
ctorat-44-4,wejsape-cop-pfv,ctorat-44,4,
ctorat-44-5,tewi-3pro,ctorat-44,5,
ctorat-44-6,waraijtokon-man,ctorat-44,6,
ctorat-44-7,maniki-rel-anim,ctorat-44,7,
ctorat-45-0,irejpe-then,ctorat-45,0,
ctorat-45-1,ijtese-3-go-pst,ctorat-45,1,
ctorat-46-0,tiwij-3-house-pert,ctorat-46,0,
ctorat-46-1,yaka-all,ctorat-46,1,
ctorat-46-2,waraijtokomo-man,ctorat-46,2,
