ID,Wordform_ID,Example_ID,Index,Parameter_ID
descmensgrme-4-5,re-emp,descmensgrme-4,5,
descmensgrme-4-6,wire-1pro,descmensgrme-4,6,
descmensgrme-4-9,asake-two,descmensgrme-4,9,
descmensgrme-5-0,wire-1pro,descmensgrme-5,0,
descmensgrme-5-2,wire-1pro,descmensgrme-5,2,
descmensgrme-5-5,wire-1pro,descmensgrme-5,5,
descmensgrme-6-1,tunam-hide-acnnmlz,descmensgrme-6,1,
descmensgrme-6-2,pe-ess,descmensgrme-6,2,
descmensgrme-7-0,ana-1-3pro,descmensgrme-7,0,
descmensgrme-7-1,taki-cnfrm,descmensgrme-7,1,
descmensgrme-7-2,yawarana-yawarana,descmensgrme-7,2,
descmensgrme-7-3,re-emp,descmensgrme-7,3,
descmensgrme-7-4,muku-child,descmensgrme-7,4,
descmensgrme-7-5,sene-see-self-acnnmlz,descmensgrme-7,5,
descmensgrme-7-6,ma-rst,descmensgrme-7,6,
descmensgrme-7-7,yawe-loc,descmensgrme-7,7,
descmensgrme-8-0,taki-cnfrm,descmensgrme-8,0,
descmensgrme-8-1,ana-1-3pro,descmensgrme-8,1,
descmensgrme-8-4,turi-give-acnnmlz,descmensgrme-8,4,
descmensgrme-8-5,ma-rst,descmensgrme-8,5,
descmensgrme-8-6,ke-ins,descmensgrme-8,6,
descmensgrme-9-0,toto-non-indian,descmensgrme-9,0,
descmensgrme-9-3,tajtoj-say-circ-nmlz,descmensgrme-9,3,
descmensgrme-9-5,ana-1-3pro,descmensgrme-9,5,
descmensgrme-10-0,ana-1-3pro,descmensgrme-10,0,
descmensgrme-10-2,muku-child,descmensgrme-10,2,
descmensgrme-10-4,sene-see-self-acnnmlz,descmensgrme-10,4,
descmensgrme-10-5,ma-rst,descmensgrme-10,5,
descmensgrme-10-6,yawe-loc,descmensgrme-10,6,
descmensgrme-11-0,yatane-adolescent,descmensgrme-11,0,
descmensgrme-12-1,sene-see-self-acnnmlz,descmensgrme-12,1,
descmensgrme-12-2,ma-rst,descmensgrme-12,2,
descmensgrme-12-3,yawe-loc,descmensgrme-12,3,
descmensgrme-13-0,ana-1-3pro,descmensgrme-13,0,
descmensgrme-14-1,pirare-neg-exist,descmensgrme-14,1,
descmensgrme-14-2,sukutaka-yucuta,descmensgrme-14,2,
descmensgrme-14-3,jra-neg,descmensgrme-14,3,
descmensgrme-16-0,warotaja-work-neg,descmensgrme-16,0,
descmensgrme-16-1,nwa-thus,descmensgrme-16,1,
descmensgrme-16-2,ma-rst,descmensgrme-16,2,
descmensgrme-16-3,re-emp,descmensgrme-16,3,
descmensgrme-16-4,sene-see-self-acnnmlz,descmensgrme-16,4,
descmensgrme-16-5,ma-rst,descmensgrme-16,5,
descmensgrme-16-6,yawe-loc,descmensgrme-16,6,
descmensgrme-16-7,taki-cnfrm,descmensgrme-16,7,
descmensgrme-17-2,tenuru-3-eye-pert,descmensgrme-17,2,
descmensgrme-17-3,jra-neg,descmensgrme-17,3,
descmensgrme-17-5,peke-about,descmensgrme-17,5,
descmensgrme-17-6,ma-rst,descmensgrme-17,6,
descmensgrme-17-7,re-emp,descmensgrme-17,7,
descmensgrme-18-0,nope-good,descmensgrme-18,0,
descmensgrme-18-1,jra-neg,descmensgrme-18,1,
descmensgrme-18-3,wa-thus,descmensgrme-18,3,
descmensgrme-18-4,re-emp,descmensgrme-18,4,
descmensgrme-19-1,taki-cnfrm,descmensgrme-19,1,
descmensgrme-19-2,ana-1-3pro,descmensgrme-19,2,
descmensgrme-20-0,warotata-work-motimp,descmensgrme-20,0,
descmensgrme-21-0,ati-what,descmensgrme-21,0,
descmensgrme-21-1,re-emp,descmensgrme-21,1,
descmensgrme-21-2,waraij-like,descmensgrme-21,2,
descmensgrme-21-3,peke-about,descmensgrme-21,3,
descmensgrme-22-1,peke-about,descmensgrme-22,1,
descmensgrme-22-2,taki-cnfrm,descmensgrme-22,2,
descmensgrme-22-3,nwa-thus,descmensgrme-22,3,
descmensgrme-22-4,ma-rst,descmensgrme-22,4,
descmensgrme-22-5,re-emp,descmensgrme-22,5,
descmensgrme-22-7,ma-rst,descmensgrme-22,7,
descmensgrme-22-8,re-emp,descmensgrme-22,8,
descmensgrme-23-0,rokotapetiri-become-crazy-plur-ipfv,descmensgrme-23,0,
descmensgrme-24-0,kwase-how,descmensgrme-24,0,
descmensgrme-26-0,waraijtokom-man,descmensgrme-26,0,
descmensgrme-26-1,peke-about,descmensgrme-26,1,
descmensgrme-26-2,ma-rst,descmensgrme-26,2,
descmensgrme-26-3,tenuru-3-eye-pert,descmensgrme-26,3,
descmensgrme-27-0,tawaraij-too,descmensgrme-27,0,
descmensgrme-28-1,ne-ints,descmensgrme-28,1,
descmensgrme-28-2,yawo-loc,descmensgrme-28,2,
descmensgrme-28-3,pano-fmr,descmensgrme-28,3,
descmensgrme-29-0,pedrito-p,descmensgrme-29,0,
descmensgrme-29-2,pano-fmr,descmensgrme-29,2,
descmensgrme-29-4,wire-1pro,descmensgrme-29,4,
descmensgrme-29-7,pano-fmr,descmensgrme-29,7,
descmensgrme-30-1,ke-ins,descmensgrme-30,1,
descmensgrme-31-0,irejpe-then,descmensgrme-31,0,
descmensgrme-31-2,ke-ins,descmensgrme-31,2,
descmensgrme-32-0,wa-thus,descmensgrme-32,0,
descmensgrme-32-1,irejpe-then,descmensgrme-32,1,
descmensgrme-32-2,senka-finish-acnnmlz,descmensgrme-32,2,
descmensgrme-32-3,peke-about,descmensgrme-32,3,
descmensgrme-33-2,yaye-loc,descmensgrme-33,2,
descmensgrme-34-0,tewi-3pro,descmensgrme-34,0,
descmensgrme-34-1,ke-ins,descmensgrme-34,1,
descmensgrme-35-1,ke-ins,descmensgrme-35,1,
descmensgrme-35-3,senka-finish-acnnmlz,descmensgrme-35,3,
descmensgrme-35-4,peke-about,descmensgrme-35,4,
descmensgrme-36-0,tawaraij-too,descmensgrme-36,0,
descmensgrme-36-1,pini-neg,descmensgrme-36,1,
descmensgrme-36-2,taki-cnfrm,descmensgrme-36,2,
descmensgrme-36-4,wa-thus,descmensgrme-36,4,
descmensgrme-36-6,n-ints,descmensgrme-36,6,
descmensgrme-36-7,taki-cnfrm,descmensgrme-36,7,
descmensgrme-36-9,mukutomojne-child-pl-pl,descmensgrme-36,9,
descmensgrme-37-2,peke-about,descmensgrme-37,2,
descmensgrme-37-3,ma-rst,descmensgrme-37,3,
descmensgrme-37-4,tenukontomo-3-eye-pert-pl,descmensgrme-37,4,
descmensgrme-39-0,waraijtokomo-man,descmensgrme-39,0,
descmensgrme-39-1,ma-rst,descmensgrme-39,1,
descmensgrme-39-2,tenu-3-eye-pert,descmensgrme-39,2,
descmensgrme-40-0,tawaraij-too,descmensgrme-40,0,
descmensgrme-41-0,wire-1pro,descmensgrme-41,0,
descmensgrme-41-1,taki-cnfrm,descmensgrme-41,1,
descmensgrme-41-2,wire-1pro,descmensgrme-41,2,
descmensgrme-41-3,pekepene-alone,descmensgrme-41,3,
descmensgrme-41-4,wire-1pro,descmensgrme-41,4,
descmensgrme-41-6,chi-cop-acnnmlz,descmensgrme-41,6,
descmensgrme-41-7,yawe-loc,descmensgrme-41,7,
descmensgrme-41-8,waraijtokom-man,descmensgrme-41,8,
descmensgrme-41-9,peke-about,descmensgrme-41,9,
descmensgrme-41-10,wire-1pro,descmensgrme-41,10,
descmensgrme-41-11,chija-cop-neg,descmensgrme-41,11,
descmensgrme-42-0,waraijtokomo-man,descmensgrme-42,0,
descmensgrme-42-4,make-mom,descmensgrme-42,4,
descmensgrme-42-5,pano-fmr,descmensgrme-42,5,
descmensgrme-42-6,make-mom,descmensgrme-42,6,
descmensgrme-42-7,pan-fmr,descmensgrme-42,7,
descmensgrme-42-8,taki-cnfrm,descmensgrme-42,8,
descmensgrme-42-9,weseichemi-be-brave-ptcp-nmlz,descmensgrme-42,9,
descmensgrme-43-0,tawara-too,descmensgrme-43,0,
descmensgrme-43-1,uchija-1-cop-neg,descmensgrme-43,1,
descmensgrme-44-0,tawaraij-too,descmensgrme-44,0,
descmensgrme-44-2,taki-cnfrm,descmensgrme-44,2,
descmensgrme-45-2,re-emp,descmensgrme-45,2,
descmensgrme-45-4,waraijtokom-man,descmensgrme-45,4,
descmensgrme-45-5,peke-about,descmensgrme-45,5,
descmensgrme-45-6,ma-rst,descmensgrme-45,6,
descmensgrme-45-7,re-emp,descmensgrme-45,7,
descmensgrme-46-0,mukutomojne-child-pl-pl,descmensgrme-46,0,
descmensgrme-47-0,tawaraij-too,descmensgrme-47,0,
descmensgrme-47-2,iyajtepe-before,descmensgrme-47,2,
descmensgrme-47-3,uchijpe-1-cop-pst,descmensgrme-47,3,
descmensgrme-48-1,ma-rst,descmensgrme-48,1,
descmensgrme-48-2,umukuton-1-child-pert-pl,descmensgrme-48,2,
descmensgrme-48-4,sene-see-self-acnnmlz,descmensgrme-48,4,
descmensgrme-48-5,ma-rst,descmensgrme-48,5,
descmensgrme-48-6,yawe-loc,descmensgrme-48,6,
descmensgrme-49-0,ana-1-3pro,descmensgrme-49,0,
descmensgrme-50-0,ana-1-3pro,descmensgrme-50,0,
descmensgrme-51-1,tuna-water,descmensgrme-51,1,
descmensgrme-52-0,sukutaka-yucuta,descmensgrme-52,0,
descmensgrme-53-0,toti-3-meat-pert,descmensgrme-53,0,
descmensgrme-54-0,nwa-thus,descmensgrme-54,0,
descmensgrme-54-1,ma-rst,descmensgrme-54,1,
descmensgrme-54-2,re-emp,descmensgrme-54,2,
descmensgrme-55-0,nwa-thus,descmensgrme-55,0,
descmensgrme-55-1,ma-rst,descmensgrme-55,1,
descmensgrme-55-2,re-emp,descmensgrme-55,2,
descmensgrme-55-3,nwa-thus,descmensgrme-55,3,
descmensgrme-55-4,ma-rst,descmensgrme-55,4,
descmensgrme-55-5,re-emp,descmensgrme-55,5,
descmensgrme-55-6,esene-see-self-acnnmlz,descmensgrme-55,6,
descmensgrme-55-7,ma-rst,descmensgrme-55,7,
descmensgrme-55-8,peke-about,descmensgrme-55,8,
descmensgrme-56-0,waraijtokomo-man,descmensgrme-56,0,
descmensgrme-56-1,ma-rst,descmensgrme-56,1,
descmensgrme-56-2,tenu-3-eye-pert,descmensgrme-56,2,
descmensgrme-57-0,tawaraij-too,descmensgrme-57,0,
descmensgrme-58-1,taki-cnfrm,descmensgrme-58,1,
descmensgrme-58-2,tawaja-thus-neg,descmensgrme-58,2,
descmensgrme-59-0,ire-3ana-inan,descmensgrme-59,0,
descmensgrme-59-1,taki-cnfrm,descmensgrme-59,1,
descmensgrme-60-0,wire-1pro,descmensgrme-60,0,
descmensgrme-60-1,taki-cnfrm,descmensgrme-60,1,
descmensgrme-61-0,wire-1pro,descmensgrme-61,0,
descmensgrme-62-0,nwa-thus,descmensgrme-62,0,
descmensgrme-62-1,ma-rst,descmensgrme-62,1,
descmensgrme-62-2,re-emp,descmensgrme-62,2,
descmensgrme-62-3,wire-1pro,descmensgrme-62,3,
descmensgrme-62-4,tepetiri-go-plur-ipfv,descmensgrme-62,4,
descmensgrme-62-6,yaka-all,descmensgrme-62,6,
descmensgrme-63-0,tawaraij-too,descmensgrme-63,0,
descmensgrme-63-2,wire-1pro,descmensgrme-63,2,
descmensgrme-63-4,re-emp,descmensgrme-63,4,
descmensgrme-63-5,wire-1pro,descmensgrme-63,5,
descmensgrme-63-7,re-emp,descmensgrme-63,7,
descmensgrme-63-9,maniki-rel-anim,descmensgrme-63,9,
descmensgrme-63-10,enijpeteno-one-nmlz,descmensgrme-63,10,
descmensgrme-63-11,re-emp,descmensgrme-63,11,
descmensgrme-63-12,wurijyamo-woman,descmensgrme-63,12,
descmensgrme-65-0,wire-1pro,descmensgrme-65,0,
descmensgrme-66-0,wa-thus,descmensgrme-66,0,
descmensgrme-66-1,re-emp,descmensgrme-66,1,
descmensgrme-66-2,ana-1-3pro,descmensgrme-66,2,
descmensgrme-66-4,yawaranatomo-yawarana-pl,descmensgrme-66,4,
descmensgrme-67-0,make-mom,descmensgrme-67,0,
descmensgrme-67-1,neke-cntr,descmensgrme-67,1,
descmensgrme-67-2,ne-ints,descmensgrme-67,2,
descmensgrme-67-3,yawarana-yawarana,descmensgrme-67,3,
descmensgrme-68-0,tewi-3pro,descmensgrme-68,0,
descmensgrme-69-0,papa-father,descmensgrme-69,0,
descmensgrme-69-1,pano-fmr,descmensgrme-69,1,
descmensgrme-69-2,aniki-who-1,descmensgrme-69,2,
descmensgrme-69-3,neke-cntr,descmensgrme-69,3,
descmensgrme-69-4,ne-ints,descmensgrme-69,4,
descmensgrme-70-1,tawaja-thus-neg,descmensgrme-70,1,
descmensgrme-70-2,chi-cop-acnnmlz,descmensgrme-70,2,
descmensgrme-70-3,yawe-loc,descmensgrme-70,3,
descmensgrme-71-0,aniki-who-1,descmensgrme-71,0,
descmensgrme-71-1,waraij-like,descmensgrme-71,1,
descmensgrme-71-2,neke-cntr,descmensgrme-71,2,
descmensgrme-71-3,papa-father,descmensgrme-71,3,
descmensgrme-71-4,pan-fmr,descmensgrme-71,4,
descmensgrme-71-6,weseichemi-be-brave-ptcp-nmlz,descmensgrme-71,6,
descmensgrme-72-0,wire-1pro,descmensgrme-72,0,
descmensgrme-72-1,inija-see-neg,descmensgrme-72,1,
descmensgrme-73-0,papa-father,descmensgrme-73,0,
descmensgrme-73-1,pan-fmr,descmensgrme-73,1,
descmensgrme-73-2,neke-cntr,descmensgrme-73,2,
descmensgrme-73-3,wire-1pro,descmensgrme-73,3,
descmensgrme-73-4,inija-see-neg,descmensgrme-73,4,
descmensgrme-74-0,wire-1pro,descmensgrme-74,0,
descmensgrme-74-1,patakajpe-take-out-pst-acnnmlz,descmensgrme-74,1,
descmensgrme-74-2,pe-ess,descmensgrme-74,2,
descmensgrme-74-3,ma-rst,descmensgrme-74,3,
descmensgrme-74-4,papa-father,descmensgrme-74,4,
descmensgrme-74-5,pan-fmr,descmensgrme-74,5,
descmensgrme-75-2,nwa-thus,descmensgrme-75,2,
descmensgrme-75-3,ma-rst,descmensgrme-75,3,
descmensgrme-75-4,re-emp,descmensgrme-75,4,
descmensgrme-75-5,wire-1pro,descmensgrme-75,5,
descmensgrme-75-7,re-emp,descmensgrme-75,7,
descmensgrme-75-9,po-loc,descmensgrme-75,9,
descmensgrme-75-10,ma-rst,descmensgrme-75,10,
descmensgrme-76-1,yenepeke-eat-meat-prog-tr,descmensgrme-76,1,
descmensgrme-76-2,ma-rst,descmensgrme-76,2,
descmensgrme-76-3,re-emp,descmensgrme-76,3,
descmensgrme-77-0,wire-1pro,descmensgrme-77,0,
descmensgrme-77-1,wire-1pro,descmensgrme-77,1,
descmensgrme-77-5,pano-fmr,descmensgrme-77,5,
descmensgrme-78-0,aniki-who,descmensgrme-78,0,
descmensgrme-78-2,uyeremari-1-feed-ipfv,descmensgrme-78,2,
descmensgrme-79-2,taki-cnfrm,descmensgrme-79,2,
descmensgrme-79-3,wire-1pro,descmensgrme-79,3,
descmensgrme-80-1,po-loc,descmensgrme-80,1,
descmensgrme-80-2,wajpejnepeke-burn-plur-prog-intr,descmensgrme-80,2,
descmensgrme-81-0,punu-flesh,descmensgrme-81,0,
descmensgrme-81-1,yeneja-eat-meat-neg,descmensgrme-81,1,
descmensgrme-81-2,wire-1pro,descmensgrme-81,2,
descmensgrme-81-3,ya-erg,descmensgrme-81,3,
descmensgrme-82-0,wa-thus,descmensgrme-82,0,
descmensgrme-82-1,re-emp,descmensgrme-82,1,
descmensgrme-82-2,wire-1pro,descmensgrme-82,2,
descmensgrme-82-4,wire-1pro,descmensgrme-82,4,
descmensgrme-84-0,senkasem-finish-ptcp-nmlz,descmensgrme-84,0,
descmensgrme-84-1,pinire-neg,descmensgrme-84,1,
descmensgrme-85-0,eni-prox-inan,descmensgrme-85,0,
descmensgrme-85-1,neke-cntr,descmensgrme-85,1,
descmensgrme-85-2,n-ints,descmensgrme-85,2,
descmensgrme-85-3,peke-about,descmensgrme-85,3,
descmensgrme-85-4,wire-1pro,descmensgrme-85,4,
descmensgrme-85-6,ne-ints,descmensgrme-85,6,
descmensgrme-85-7,wire-1pro,descmensgrme-85,7,
descmensgrme-85-8,inija-see-neg,descmensgrme-85,8,
descmensgrme-85-9,ta-say-acnnmlz,descmensgrme-85,9,
descmensgrme-85-10,re-emp,descmensgrme-85,10,
descmensgrme-85-13,yeye-tree,descmensgrme-85,13,
descmensgrme-86-0,yeye-tree,descmensgrme-86,0,
descmensgrme-86-3,wire-1pro,descmensgrme-86,3,
descmensgrme-86-4,inija-see-neg,descmensgrme-86,4,
descmensgrme-86-6,re-emp,descmensgrme-86,6,
descmensgrme-87-0,aaa-ah,descmensgrme-87,0,
descmensgrme-87-1,meki-3-anim-dist,descmensgrme-87,1,
descmensgrme-87-3,re-emp,descmensgrme-87,3,
descmensgrme-87-5,maniki-rel-anim,descmensgrme-87,5,
descmensgrme-88-0,aniki-who,descmensgrme-88,0,
descmensgrme-88-1,pinchi-hes,descmensgrme-88,1,
descmensgrme-88-2,chipiyu-fungus-sp,descmensgrme-88,2,
descmensgrme-88-3,tajtoj-say-circ-nmlz,descmensgrme-88,3,
descmensgrme-88-4,ejne-1-2pro,descmensgrme-88,4,
descmensgrme-90-1,maniki-rel-anim,descmensgrme-90,1,
descmensgrme-90-2,muku-child,descmensgrme-90,2,
descmensgrme-91-0,wire-1pro,descmensgrme-91,0,
descmensgrme-91-1,inija-see-neg,descmensgrme-91,1,
descmensgrme-91-3,ente-here-loc,descmensgrme-91,3,
descmensgrme-92-0,chipiyu-fungus-sp,descmensgrme-92,0,
descmensgrme-92-1,tajtoj-say-circ-nmlz,descmensgrme-92,1,
descmensgrme-92-3,ente-here-loc,descmensgrme-92,3,
descmensgrme-93-0,wire-1pro,descmensgrme-93,0,
descmensgrme-93-1,inija-see-neg,descmensgrme-93,1,
descmensgrme-93-3,tawara-too,descmensgrme-93,3,
descmensgrme-94-1,tawara-too,descmensgrme-94,1,
descmensgrme-95-0,wire-1pro,descmensgrme-95,0,
descmensgrme-95-1,inija-see-neg,descmensgrme-95,1,
descmensgrme-95-5,ti-hsy,descmensgrme-95,5,
descmensgrme-95-6,wire-1pro,descmensgrme-95,6,
descmensgrme-95-7,ya-erg,descmensgrme-95,7,
descmensgrme-97-0,tawaraij-too,descmensgrme-97,0,
descmensgrme-97-1,po-loc,descmensgrme-97,1,
descmensgrme-97-2,ma-rst,descmensgrme-97,2,
descmensgrme-97-3,wire-1pro,descmensgrme-97,3,
descmensgrme-97-5,taki-cnfrm,descmensgrme-97,5,
descmensgrme-97-6,wire-1pro,descmensgrme-97,6,
descmensgrme-98-0,make-mom,descmensgrme-98,0,
descmensgrme-98-1,pano-fmr,descmensgrme-98,1,
descmensgrme-98-2,ana-1-3pro,descmensgrme-98,2,
descmensgrme-98-6,ma-rst,descmensgrme-98,6,
descmensgrme-98-7,re-emp,descmensgrme-98,7,
descmensgrme-99-0,wa-thus,descmensgrme-99,0,
descmensgrme-99-1,re-emp,descmensgrme-99,1,
descmensgrme-100-0,nwa-thus,descmensgrme-100,0,
descmensgrme-100-1,re-emp,descmensgrme-100,1,
descmensgrme-100-3,tawaraij-too,descmensgrme-100,3,
descmensgrme-100-7,maniki-rel-anim,descmensgrme-100,7,
descmensgrme-100-8,waraijtokom-man,descmensgrme-100,8,
descmensgrme-100-9,peke-about,descmensgrme-100,9,
descmensgrme-100-10,ma-rst,descmensgrme-100,10,
descmensgrme-100-11,re-emp,descmensgrme-100,11,
descmensgrme-100-12,chikontomo-cop-ipfv-pl,descmensgrme-100,12,
descmensgrme-101-1,tunam-hide-acnnmlz,descmensgrme-101,1,
descmensgrme-101-2,pe-ess,descmensgrme-101,2,
descmensgrme-102-1,sene-see-self-acnnmlz,descmensgrme-102,1,
descmensgrme-102-2,ma-rst,descmensgrme-102,2,
descmensgrme-102-3,yawe-loc,descmensgrme-102,3,
descmensgrme-103-0,ire-3ana-inan,descmensgrme-103,0,
descmensgrme-103-1,wa-thus,descmensgrme-103,1,
descmensgrme-103-3,wire-1pro,descmensgrme-103,3,
descmensgrme-103-5,maniki-rel-anim,descmensgrme-103,5,
descmensgrme-103-7,maniki-rel-anim,descmensgrme-103,7,
descmensgrme-103-9,maniki-rel-anim,descmensgrme-103,9,
descmensgrme-103-10,wire-1pro,descmensgrme-103,10,
descmensgrme-104-0,apo-later,descmensgrme-104,0,
descmensgrme-104-1,sene-see-self-acnnmlz,descmensgrme-104,1,
descmensgrme-104-2,ma-rst,descmensgrme-104,2,
descmensgrme-104-3,yawe-loc,descmensgrme-104,3,
descmensgrme-105-2,re-emp,descmensgrme-105,2,
descmensgrme-106-0,wire-1pro,descmensgrme-106,0,
descmensgrme-106-4,waraijto-husband,descmensgrme-106,4,
descmensgrme-107-0,nope-good,descmensgrme-107,0,
descmensgrme-107-1,chi-cop-acnnmlz,descmensgrme-107,1,
descmensgrme-107-2,yawe-loc,descmensgrme-107,2,
descmensgrme-108-0,nope-good,descmensgrme-108,0,
descmensgrme-108-1,jra-neg,descmensgrme-108,1,
descmensgrme-108-2,chi-cop-acnnmlz,descmensgrme-108,2,
descmensgrme-108-3,yawe-loc,descmensgrme-108,3,
descmensgrme-109-0,yakuri-agouti,descmensgrme-109,0,
descmensgrme-109-1,yamipeke-pick-up-prog-tr,descmensgrme-109,1,
desccasmaj-1-0,ire-3ana-inan,desccasmaj-1,0,
desccasmaj-1-2,ejne-1-2pro,desccasmaj-1,2,
desccasmaj-1-3,waimuja-speak-neg,desccasmaj-1,3,
desccasmaj-1-5,wa-thus,desccasmaj-1,5,
desccasmaj-1-6,re-emp,desccasmaj-1,6,
desccasmaj-2-0,toto-non-indian,desccasmaj-2,0,
desccasmaj-2-1,yaye-loc,desccasmaj-2,1,
desccasmaj-2-2,ejne-1-2pro,desccasmaj-2,2,
desccasmaj-3-0,irejpe-then,desccasmaj-3,0,
desccasmaj-3-1,re-emp,desccasmaj-3,1,
desccasmaj-4-0,kajke-say-imp,desccasmaj-4,0,
desccasmaj-4-1,ti-hsy,desccasmaj-4,1,
desccasmaj-4-2,make-mom,desccasmaj-4,2,
desccasmaj-5-0,sere-bitter-manioc,desccasmaj-5,0,
desccasmaj-6-0,e-e-yes,desccasmaj-6,0,
desccasmaj-7-1,yaka-all,desccasmaj-7,1,
desccasmaj-7-2,ejne-1-2pro,desccasmaj-7,2,
desccasmaj-8-0,sere-bitter-manioc,desccasmaj-8,0,
desccasmaj-9-0,irejpe-then,desccasmaj-9,0,
desccasmaj-9-1,apo-later,desccasmaj-9,1,
desccasmaj-9-2,neke-cntr,desccasmaj-9,2,
desccasmaj-9-3,ne-ints,desccasmaj-9,3,
desccasmaj-10-0,irejpe-then,desccasmaj-10,0,
desccasmaj-10-4,wa-thus,desccasmaj-10,4,
desccasmaj-10-5,re-emp,desccasmaj-10,5,
desccasmaj-10-6,yutu-forest,desccasmaj-10,6,
desccasmaj-10-7,yaka-all,desccasmaj-10,7,
desccasmaj-11-0,irejpe-then,desccasmaj-11,0,
desccasmaj-12-1,sukase-all,desccasmaj-12,1,
desccasmaj-12-2,ti-hsy,desccasmaj-12,2,
desccasmaj-12-3,ta-say-ipfv,desccasmaj-12,3,
desccasmaj-12-4,ta-like,desccasmaj-12,4,
desccasmaj-13-0,irejpe-then,desccasmaj-13,0,
desccasmaj-13-1,nepiri-bring-ipfv,desccasmaj-13,1,
desccasmaj-13-2,ejte-house-npert,desccasmaj-13,2,
desccasmaj-13-3,yaka-all,desccasmaj-13,3,
desccasmaj-14-0,irejpe-then,desccasmaj-14,0,
desccasmaj-14-2,yawakiri-grate-ipfv,desccasmaj-14,2,
desccasmaj-15-0,irejpe-then,desccasmaj-15,0,
desccasmaj-16-0,takono-other,desccasmaj-16,0,
desccasmaj-16-2,yawe-loc,desccasmaj-16,2,
desccasmaj-16-3,ejne-1-2pro,desccasmaj-16,3,
desccasmaj-17-0,ejne-1-2pro,desccasmaj-17,0,
desccasmaj-18-0,irejpe-then,desccasmaj-18,0,
desccasmaj-18-1,yasukari-lk-sugar-pert,desccasmaj-18,1,
desccasmaj-19-0,irejpe-then,desccasmaj-19,0,
desccasmaj-20-0,nwa-thus,desccasmaj-20,0,
desccasmaj-20-1,ti-hsy,desccasmaj-20,1,
desccasmaj-21-2,tari-say-acnnmlz,desccasmaj-21,2,
desccasmaj-21-3,po-loc,desccasmaj-21,3,
desccasmaj-22-1,umuku-1-child-pert,desccasmaj-22,1,
desccasmaj-22-2,pe-ess,desccasmaj-22,2,
desccasmaj-22-3,wire-1pro,desccasmaj-22,3,
desccasmaj-22-4,chi-cop-acnnmlz,desccasmaj-22,4,
desccasmaj-22-5,yawe-loc,desccasmaj-22,5,
desccasmaj-23-0,ente-here-loc,desccasmaj-23,0,
desccasmaj-23-1,ma-rst,desccasmaj-23,1,
desccasmaj-23-2,wire-1pro,desccasmaj-23,2,
desccasmaj-23-3,yeke-tooth-prop,desccasmaj-23,3,
desccasmaj-23-5,wire-1pro,desccasmaj-23,5,
desccasmaj-23-7,pijke-dim,desccasmaj-23,7,
desccasmaj-23-8,wire-1pro,desccasmaj-23,8,
desccasmaj-23-9,yewenke-lk-ignorant,desccasmaj-23,9,
desccasmaj-24-0,irejpe-then,desccasmaj-24,0,
desccasmaj-25-0,menai-2-do-ipfv,desccasmaj-25,0,
desccasmaj-25-2,chijpe-cop-pst-acnnmlz,desccasmaj-25,2,
desccasmaj-26-0,wire-1pro,desccasmaj-26,0,
desccasmaj-27-0,wire-1pro,desccasmaj-27,0,
desccasmaj-28-0,waimujrama-speak-proh,desccasmaj-28,0,
desccasmaj-29-0,nope-good,desccasmaj-29,0,
desccasmaj-29-1,jra-neg,desccasmaj-29,1,
desccasmaj-29-2,mewaimuru-2-speak-ipfv,desccasmaj-29,2,
desccasmaj-29-3,ta-say-ipfv,desccasmaj-29,3,
desccasmaj-29-4,ta-like,desccasmaj-29,4,
desccasmaj-30-0,wa-thus,desccasmaj-30,0,
desccasmaj-30-2,taki-cnfrm,desccasmaj-30,2,
desccasmaj-30-3,wire-1pro,desccasmaj-30,3,
desccasmaj-30-4,taki-cnfrm,desccasmaj-30,4,
desccasmaj-31-1,wire-1pro,desccasmaj-31,1,
desccasmaj-32-0,muku-child,desccasmaj-32,0,
desccasmaj-32-1,pe-ess,desccasmaj-32,1,
desccasmaj-32-2,wire-1pro,desccasmaj-32,2,
desccasmaj-32-3,chi-cop-acnnmlz,desccasmaj-32,3,
desccasmaj-32-4,yawe-loc,desccasmaj-32,4,
desccasmaj-32-5,wire-1pro,desccasmaj-32,5,
desccasmaj-32-7,wanene-aunt,desccasmaj-32,7,
desccasmaj-32-8,pano-fmr,desccasmaj-32,8,
desccasmaj-33-2,peke-about,desccasmaj-33,2,
desccasmaj-33-3,wire-1pro,desccasmaj-33,3,
desccasmaj-33-5,yawe-loc,desccasmaj-33,5,
desccasmaj-33-6,tepo-3-loc,desccasmaj-33,6,
desccasmaj-33-7,ma-rst,desccasmaj-33,7,
desccasmaj-33-8,wire-1pro,desccasmaj-33,8,
desccasmaj-33-10,wire-1pro,desccasmaj-33,10,
desccasmaj-34-1,wire-1pro,desccasmaj-34,1,
desccasmaj-34-3,ti-hsy,desccasmaj-34,3,
desccasmaj-34-4,wa-thus,desccasmaj-34,4,
desccasmaj-34-5,re-emp,desccasmaj-34,5,
desccasmaj-34-7,yaka-all,desccasmaj-34,7,
desccasmaj-35-0,wire-1pro,desccasmaj-35,0,
desccasmaj-35-1,yewenke-lk-ignorant,desccasmaj-35,1,
desccasmaj-35-2,taro-say-ipfv,desccasmaj-35,2,
desccasmaj-35-3,jra-neg,desccasmaj-35,3,
desccasmaj-35-4,wire-1pro,desccasmaj-35,4,
desccasmaj-35-5,ya-erg,desccasmaj-35,5,
