ID,Wordform_ID,Morph_ID,Index,Gloss_ID
tajtojpe-say-purp-1,tajtojpe-say-purp,tojpepurp,1,purp
wejtane-cop-cncs-0,wejtane-cop-cncs,wej-cop,0,cop
wejtane-cop-cncs-1,wejtane-cop-cncs,tanecncs,1,cncs
teijpe-far-0,teijpe-far,teijpe-far,0,far
yiwij-lk-house-pert-0,yiwij-lk-house-pert,ylk,0,lk
yiwij-lk-house-pert-1,yiwij-lk-house-pert,iwij-house,1,house
yiwij-lk-house-pert-2,yiwij-lk-house-pert,rupert-zero,2,pert
senejka-stay-ipfv-1,senejka-stay-ipfv,ri-zero,1,ipfv
empare-already-0,empare-already,empare-already,0,already
iyajteri-care-for-ipfv-0,iyajteri-care-for-ipfv,iyajte-care-for,0,care-for
iyajteri-care-for-ipfv-1,iyajteri-care-for-ipfv,ri,1,ipfv
kukurito-k-0,kukurito-k,kukurito-k,0,k
umakeri-1-mom-pert-0,umakeri-1-mom-pert,u1,0,1
umakeri-1-mom-pert-1,umakeri-1-mom-pert,make-mom,1,mom
umakeri-1-mom-pert-2,umakeri-1-mom-pert,ripert,2,pert
upatakase-1-take-out-pst-0,upatakase-1-take-out-pst,u1,0,1
upatakase-1-take-out-pst-2,upatakase-1-take-out-pst,sepst,2,pst
makeri-mom-pert-0,makeri-mom-pert,make-mom,0,mom
makeri-mom-pert-1,makeri-mom-pert,ripert,1,pert
unemese-1-leave-pst-0,unemese-1-leave-pst,u1,0,1
unemese-1-leave-pst-1,unemese-1-leave-pst,neme-leave,1,leave
unemese-1-leave-pst-2,unemese-1-leave-pst,sepst,2,pst
uyenese-1-eat-meat-pst-0,uyenese-1-eat-meat-pst,u1,0,1
uyenese-1-eat-meat-pst-1,uyenese-1-eat-meat-pst,yene-eat-meat,1,eat-meat
uyenese-1-eat-meat-pst-2,uyenese-1-eat-meat-pst,sepst,2,pst
inche-see-sup-0,inche-see-sup,in-see,0,see
inche-see-sup-1,inche-see-sup,cheptcp,1,sup
uyarese-1-bring-pst-0,uyarese-1-bring-pst,u1,0,1
uyarese-1-bring-pst-1,uyarese-1-bring-pst,yare-bring,1,bring
uyarese-1-bring-pst-2,uyarese-1-bring-pst,sepst,2,pst
tiwij-3-house-pert-0,tiwij-3-house-pert,it3,0,3
tiwij-3-house-pert-1,tiwij-3-house-pert,iwij-house,1,house
tiwij-3-house-pert-2,tiwij-3-house-pert,rupert-zero,2,pert
itake-hear-imp-0,itake-hear-imp,ita-hear,0,hear
itake-hear-imp-1,itake-hear-imp,keimp,1,imp
wurijyamo-woman-0,wurijyamo-woman,wurijyamo-woman,0,woman
meiyajtetojpano-2-care-for-fut-concl-0,meiyajtetojpano-2-care-for-fut-concl,me2,0,2
meiyajtetojpano-2-care-for-fut-concl-1,meiyajtetojpano-2-care-for-fut-concl,iyajte-care-for,1,care-for
meiyajtetojpano-2-care-for-fut-concl-2,meiyajtetojpano-2-care-for-fut-concl,tojpanofut,2,"fut,concl"
imu-3-father-0,imu-3-father,i31,0,3
imu-3-father-1,imu-3-father,imifather-3,1,father
yanke-pick-up-imp-0,yanke-pick-up-imp,yan-pick-up,0,pick-up
yanke-pick-up-imp-1,yanke-pick-up-imp,keimp,1,imp
umake-1-mom-pert-0,umake-1-mom-pert,u1,0,1
umake-1-mom-pert-1,umake-1-mom-pert,make-mom,1,mom
umake-1-mom-pert-2,umake-1-mom-pert,rupert-zero,2,pert
ejwate-hammock-npert-0,ejwate-hammock-npert,ejwa-hammock,0,hammock
ejwate-hammock-npert-1,ejwate-hammock-npert,tenpert,1,npert
metuna-2-water-pert-0,metuna-2-water-pert,me2,0,2
metuna-2-water-pert-1,metuna-2-water-pert,tuna-water,1,water
metuna-2-water-pert-2,metuna-2-water-pert,rupert-zero,2,pert
meyoti-2-lk-meat-pert-0,meyoti-2-lk-meat-pert,me2,0,2
meyoti-2-lk-meat-pert-1,meyoti-2-lk-meat-pert,ylk,1,lk
meyoti-2-lk-meat-pert-2,meyoti-2-lk-meat-pert,oti-meat,2,meat
meyoti-2-lk-meat-pert-3,meyoti-2-lk-meat-pert,rupert-zero,3,pert
ijmojkani-cook-agtnmlz-0,ijmojkani-cook-agtnmlz,ijmojka-cook,0,cook
ijmojkani-cook-agtnmlz-1,ijmojkani-cook-agtnmlz,ninmlz,1,agtnmlz
usenejkasape-1-stay-pfv-0,usenejkasape-1-stay-pfv,u1,0,1
usenejkasape-1-stay-pfv-2,usenejkasape-1-stay-pfv,sapepfv,2,pfv
ukeyetase-1-grow-pst-0,ukeyetase-1-grow-pst,u1,0,1
ukeyetase-1-grow-pst-2,ukeyetase-1-grow-pst,sepst,2,pst
upatakajpe-1-take-out-pst-0,upatakajpe-1-take-out-pst,u1,0,1
upatakajpe-1-take-out-pst-2,upatakajpe-1-take-out-pst,jpepst1,2,pst
patakajpe-take-out-pst-1,patakajpe-take-out-pst,jpepst1,1,pst
memukutomo-2-child-pert-pl-0,memukutomo-2-child-pert-pl,me2,0,2
memukutomo-2-child-pert-pl-1,memukutomo-2-child-pert-pl,muku-child,1,child
memukutomo-2-child-pert-pl-2,memukutomo-2-child-pert-pl,rupert-zero,2,pert
memukutomo-2-child-pert-pl-3,memukutomo-2-child-pert-pl,tomopl,3,pl
tanairi-3p-do-ipfv-0,tanairi-3p-do-ipfv,ta-3,0,3p
tanairi-3p-do-ipfv-1,tanairi-3p-do-ipfv,nai-do,1,do
tanairi-3p-do-ipfv-2,tanairi-3p-do-ipfv,ri,2,ipfv
yansemi-pick-up-ptcp-nmlz-0,yansemi-pick-up-ptcp-nmlz,yan-pick-up,0,pick-up
yansemi-pick-up-ptcp-nmlz-1,yansemi-pick-up-ptcp-nmlz,septcp,1,ptcp
yansemi-pick-up-ptcp-nmlz-2,yansemi-pick-up-ptcp-nmlz,minmlz,2,nmlz
tusem-give-ptcp-nmlz-0,tusem-give-ptcp-nmlz,tu-give,0,give
tusem-give-ptcp-nmlz-1,tusem-give-ptcp-nmlz,septcp,1,ptcp
tusem-give-ptcp-nmlz-2,tusem-give-ptcp-nmlz,mnmlz,2,nmlz
majawa-m-0,majawa-m,majawa-m,0,m
jwaka-ill-aq-0,jwaka-ill-aq,jwaka-ill-aq,0,"ill,aq"
wasai-attalea-maripa-0,wasai-attalea-maripa,wasai-attalea-maripa,0,attalea-maripa
yawakipeke-grate-prog-tr-0,yawakipeke-grate-prog-tr,yawaki-grate,0,grate
yawakipeke-grate-prog-tr-1,yawakipeke-grate-prog-tr,pekeprog,1,"prog,tr"
yawakiri-grate-ipfv-0,yawakiri-grate-ipfv,yawaki-grate,0,grate
yawakiri-grate-ipfv-1,yawakiri-grate-ipfv,ri-ri,1,ipfv
memati-2-breast-pert-0,memati-2-breast-pert,me2,0,2
memati-2-breast-pert-1,memati-2-breast-pert,mati-breast,1,breast
memati-2-breast-pert-2,memati-2-breast-pert,rupert-zero,2,pert
tajnomo-piaroa-0,tajnomo-piaroa,tajnomo-piaroa,0,piaroa
tepu-stone-0,tepu-stone,tepu-stone,0,stone
tata-3p-say-ipfv-0,tata-3p-say-ipfv,ta-3,0,3p
tata-3p-say-ipfv-1,tata-3p-say-ipfv,ta-say,1,say
tata-3p-say-ipfv-2,tata-3p-say-ipfv,ri-zero,2,ipfv
keyamajpe-raise-pst-1,keyamajpe-raise-pst,jpepst1,1,pst
yojteri-fish-with-hook-ipfv-0,yojteri-fish-with-hook-ipfv,yojte-fish-with-hook,0,fish-with-hook
yojteri-fish-with-hook-ipfv-1,yojteri-fish-with-hook-ipfv,ri,1,ipfv
kuneri-cook-ipfv-0,kuneri-cook-ipfv,kune-cook,0,cook
kuneri-cook-ipfv-1,kuneri-cook-ipfv,ri,1,ipfv
moronkapike-make-suffer-prog-tr-1,moronkapike-make-suffer-prog-tr,pikeprog,1,"prog,tr"
tamoronkapike-3p-make-suffer-prog-tr-0,tamoronkapike-3p-make-suffer-prog-tr,ta-3,0,3p
tamoronkapike-3p-make-suffer-prog-tr-2,tamoronkapike-3p-make-suffer-prog-tr,pikeprog,2,"prog,tr"
te-go-acnnmlz-0,te-go-acnnmlz,te-go,0,go
te-go-acnnmlz-1,te-go-acnnmlz,rinmlz-zero,1,acnnmlz
meteri-2-go-ipfv-0,meteri-2-go-ipfv,me2,0,2
meteri-2-go-ipfv-1,meteri-2-go-ipfv,te-go,1,go
meteri-2-go-ipfv-2,meteri-2-go-ipfv,ri,2,ipfv
eme-2-father-0,eme-2-father,e2,0,2
eme-2-father-1,eme-2-father,imifather-2a,1,father
itopo-put-circ-nmlz-0,itopo-put-circ-nmlz,i-put,0,put
itopo-put-circ-nmlz-1,itopo-put-circ-nmlz,toponmlz,1,"circ,nmlz"
ija-put-neg-0,ija-put-neg,i-put,0,put
ija-put-neg-1,ija-put-neg,janeg,1,neg
ijta-3-foot-pert-0,ijta-3-foot-pert,i31,0,3
ijta-3-foot-pert-1,ijta-3-foot-pert,jta-foot,1,foot
ijta-3-foot-pert-2,ijta-3-foot-pert,rupert-zero,2,pert
seremake-eat-imp-1,seremake-eat-imp,keimp,1,imp
seremaja-eat-neg-1,seremaja-eat-neg,janeg,1,neg
usamori-1-cry-ipfv-0,usamori-1-cry-ipfv,u1,0,1
usamori-1-cry-ipfv-1,usamori-1-cry-ipfv,samo-cry,1,cry
usamori-1-cry-ipfv-2,usamori-1-cry-ipfv,ri,2,ipfv
pike-when-0,pike-when,pike-when,0,when
teretapiri-3-cultivated-plant-pert-0,teretapiri-3-cultivated-plant-pert,it3,0,3
teretapiri-3-cultivated-plant-pert-1,teretapiri-3-cultivated-plant-pert,eretapi-cultivated-plant,1,cultivated-plant
teretapiri-3-cultivated-plant-pert-2,teretapiri-3-cultivated-plant-pert,ripert,2,pert
yantopo-pick-up-circ-nmlz-0,yantopo-pick-up-circ-nmlz,yan-pick-up,0,pick-up
yantopo-pick-up-circ-nmlz-1,yantopo-pick-up-circ-nmlz,toponmlz,1,"circ,nmlz"
tinawe-3-have-0,tinawe-3-have,it3,0,3
tinawe-3-have-1,tinawe-3-have,inawe-have,1,have
apatakase-come-out-sup-1,apatakase-come-out-sup,septcp,1,sup
najwata-harbor-0,najwata-harbor,najwata-harbor,0,harbor
ka-all-0,ka-all,ka-all,0,all
wejse-cop-pst-0,wejse-cop-pst,wej-cop,0,cop
wejse-cop-pst-1,wejse-cop-pst,sepst,1,pst
poseti-belly-0,poseti-belly,poseti-belly,0,belly
yenejpe-eat-meat-pst-acnnmlz-0,yenejpe-eat-meat-pst-acnnmlz,yene-eat-meat,0,eat-meat
yenejpe-eat-meat-pst-acnnmlz-1,yenejpe-eat-meat-pst-acnnmlz,jpenmlz,1,"pst,acnnmlz"
wejse-come-pst-0,wejse-come-pst,wej-come,0,come
wejse-come-pst-1,wejse-come-pst,sepst,1,pst
sare-here-all-0,sare-here-all,sare-here-all,0,"here,all"
wejsaj-come-abs-nmlz-0,wejsaj-come-abs-nmlz,wej-come,0,come
wejsaj-come-abs-nmlz-1,wejsaj-come-abs-nmlz,sajnmlz,1,"abs,nmlz"
jtari-foot-pert-0,jtari-foot-pert,jta-foot,0,foot
jtari-foot-pert-1,jtari-foot-pert,ripert,1,pert
apono-later-nmlz-0,apono-later-nmlz,apo-later,0,later
apono-later-nmlz-1,apono-later-nmlz,nonmlz,1,nmlz
uyawankase-1-kill-pst-0,uyawankase-1-kill-pst,u1,0,1
uyawankase-1-kill-pst-1,uyawankase-1-kill-pst,yawanka-kill,1,kill
uyawankase-1-kill-pst-2,uyawankase-1-kill-pst,sepst,2,pst
uyawankaja-1-kill-neg-0,uyawankaja-1-kill-neg,u1,0,1
uyawankaja-1-kill-neg-1,uyawankaja-1-kill-neg,yawanka-kill,1,kill
uyawankaja-1-kill-neg-2,uyawankaja-1-kill-neg,janeg,2,neg
utojpase-1-hit-pst-0,utojpase-1-hit-pst,u1,0,1
utojpase-1-hit-pst-1,utojpase-1-hit-pst,tojpa-hit,1,hit
utojpase-1-hit-pst-2,utojpase-1-hit-pst,sepst,2,pst
tatojpase-3p-hit-pst-0,tatojpase-3p-hit-pst,ta-3,0,3p
tatojpase-3p-hit-pst-1,tatojpase-3p-hit-pst,tojpa-hit,1,hit
tatojpase-3p-hit-pst-2,tatojpase-3p-hit-pst,sepst,2,pst
esemaja-die-neg-0,esemaja-die-neg,esema-die,0,die
esemaja-die-neg-1,esemaja-die-neg,janeg,1,neg
sawo-rapids-0,sawo-rapids,sawo-rapids,0,rapids
seni-prox-inan-0,seni-prox-inan,seni-prox-inan,0,"prox,inan"
moronemi-hurting-nmlz-0,moronemi-hurting-nmlz,morone-hurting,0,hurting
moronemi-hurting-nmlz-1,moronemi-hurting-nmlz,minmlz,1,nmlz
yejne-lk-below-0,yejne-lk-below,ylk,0,lk
yejne-lk-below-1,yejne-lk-below,ejne-below,1,below
enirem-now-nmlz-0,enirem-now-nmlz,enire-now,0,now
enirem-now-nmlz-1,enirem-now-nmlz,mnmlz,1,nmlz
enijne-prox-inan-pl-0,enijne-prox-inan-pl,enijne-prox-inan-pl,0,"prox,inan,pl"
nune-moon-0,nune-moon,nune-moon,0,moon
moyochi-spider-sp-0,moyochi-spider-sp,moyochi-spider-sp,0,spider-sp
wurijyan-woman-0,wurijyan-woman,wurijyan-woman,0,woman
tayaketese-3p-cut-pst-0,tayaketese-3p-cut-pst,ta-3,0,3p
tayaketese-3p-cut-pst-1,tayaketese-3p-cut-pst,yakete-cut,1,cut
tayaketese-3p-cut-pst-2,tayaketese-3p-cut-pst,sepst,2,pst
tatojpapeti-3p-hit-plur-ipfv-0,tatojpapeti-3p-hit-plur-ipfv,ta-3,0,3p
tatojpapeti-3p-hit-plur-ipfv-1,tatojpapeti-3p-hit-plur-ipfv,tojpa-hit,1,hit
tatojpapeti-3p-hit-plur-ipfv-2,tatojpapeti-3p-hit-plur-ipfv,plur1,2,plur
tatojpapeti-3p-hit-plur-ipfv-3,tatojpapeti-3p-hit-plur-ipfv,ri-zero,3,ipfv
uyejweti-1-lk-hammock-pert-0,uyejweti-1-lk-hammock-pert,u1,0,1
uyejweti-1-lk-hammock-pert-1,uyejweti-1-lk-hammock-pert,ylk,1,lk
uyejweti-1-lk-hammock-pert-2,uyejweti-1-lk-hammock-pert,ejwe-hammock,2,hammock
uyejweti-1-lk-hammock-pert-3,uyejweti-1-lk-hammock-pert,tipert,3,pert
yaketeri-cut-ipfv-0,yaketeri-cut-ipfv,yakete-cut,0,cut
yaketeri-cut-ipfv-1,yaketeri-cut-ipfv,ri,1,ipfv
yejweti-lk-hammock-pert-0,yejweti-lk-hammock-pert,ylk,0,lk
yejweti-lk-hammock-pert-1,yejweti-lk-hammock-pert,ejwe-hammock,1,hammock
yejweti-lk-hammock-pert-2,yejweti-lk-hammock-pert,tipert,2,pert
yaketejrama-cut-proh-0,yaketejrama-cut-proh,yakete-cut,0,cut
yaketejrama-cut-proh-1,yaketejrama-cut-proh,jramaproh,1,proh
mechiri-2-cop-ipfv-0,mechiri-2-cop-ipfv,me2,0,2
mechiri-2-cop-ipfv-1,mechiri-2-cop-ipfv,chi-cop,1,cop
mechiri-2-cop-ipfv-2,mechiri-2-cop-ipfv,ri,2,ipfv
yaketejpe-cut-pst-0,yaketejpe-cut-pst,yakete-cut,0,cut
yaketejpe-cut-pst-1,yaketejpe-cut-pst,jpepst1,1,pst
tasare-say-imn-0,tasare-say-imn,ta-say,0,say
tasare-say-imn-1,tasare-say-imn,sareimn,1,imn
yatun-day-0,yatun-day,yatun-day,0,day
warotaja-work-neg-0,warotaja-work-neg,warota-work,0,work
warotaja-work-neg-1,warotaja-work-neg,janeg,1,neg
yataneri-adolescent-pert-0,yataneri-adolescent-pert,yatane-adolescent,0,adolescent
yataneri-adolescent-pert-1,yataneri-adolescent-pert,ripert,1,pert
mujyam-pregnancy-0,mujyam-pregnancy,mujyam-pregnancy,0,pregnancy
patakaja-take-out-neg-1,patakaja-take-out-neg,janeg,1,neg
taj-say-ipfv-0,taj-say-ipfv,taj-say,0,say
taj-say-ipfv-1,taj-say-ipfv,ri-zero,1,ipfv
tani-say-agtnmlz-0,tani-say-agtnmlz,ta-say,0,say
tani-say-agtnmlz-1,tani-say-agtnmlz,ninmlz,1,agtnmlz
yeretapi-lk-cultivated-plant-pert-0,yeretapi-lk-cultivated-plant-pert,ylk,0,lk
yeretapi-lk-cultivated-plant-pert-1,yeretapi-lk-cultivated-plant-pert,eretapi-cultivated-plant,1,cultivated-plant
yeretapi-lk-cultivated-plant-pert-2,yeretapi-lk-cultivated-plant-pert,rupert-zero,2,pert
soj-splash-0,soj-splash,soj-splash,0,splash
yawaka-sow-ipfv-0,yawaka-sow-ipfv,yawaka-sow,0,sow
yawaka-sow-ipfv-1,yawaka-sow-ipfv,ri-zero,1,ipfv
kamprari-big-pert-0,kamprari-big-pert,kampra-big,0,big
kamprari-big-pert-1,kamprari-big-pert,ripert,1,pert
yawakapeke-sow-prog-tr-0,yawakapeke-sow-prog-tr,yawaka-sow,0,sow
yawakapeke-sow-prog-tr-1,yawakapeke-sow-prog-tr,pekeprog,1,"prog,tr"
tayawaka-3p-sow-ipfv-0,tayawaka-3p-sow-ipfv,ta-3,0,3p
tayawaka-3p-sow-ipfv-1,tayawaka-3p-sow-ipfv,yawaka-sow,1,sow
tayawaka-3p-sow-ipfv-2,tayawaka-3p-sow-ipfv,ri-zero,2,ipfv
tayawakari-3p-sow-ipfv-0,tayawakari-3p-sow-ipfv,ta-3,0,3p
tayawakari-3p-sow-ipfv-1,tayawakari-3p-sow-ipfv,yawaka-sow,1,sow
tayawakari-3p-sow-ipfv-2,tayawakari-3p-sow-ipfv,ri,2,ipfv
enijpeteno-one-nmlz-0,enijpeteno-one-nmlz,enijpete-one,0,one
enijpeteno-one-nmlz-1,enijpeteno-one-nmlz,nonmlz,1,nmlz
ekete-where-0,ekete-where,ekete-where,0,where
tasojpatojpe-3p-take-out-fut-0,tasojpatojpe-3p-take-out-fut,ta-3,0,3p
tasojpatojpe-3p-take-out-fut-1,tasojpatojpe-3p-take-out-fut,sojpa-take-out,1,take-out
tasojpatojpe-3p-take-out-fut-2,tasojpatojpe-3p-take-out-fut,tojpefut,2,fut
tayopojpe-3p-find-pst-0,tayopojpe-3p-find-pst,ta-3,0,3p
tayopojpe-3p-find-pst-1,tayopojpe-3p-find-pst,yopo-find,1,find
tayopojpe-3p-find-pst-2,tayopojpe-3p-find-pst,jpepst1,2,pst
tayawakase-3p-sow-pst-0,tayawakase-3p-sow-pst,ta-3,0,3p
tayawakase-3p-sow-pst-1,tayawakase-3p-sow-pst,yawaka-sow,1,sow
tayawakase-3p-sow-pst-2,tayawakase-3p-sow-pst,sepst,2,pst
kojpa-night-0,kojpa-night,kojpa-night,0,night
tayawakajpe-3p-sow-pst-0,tayawakajpe-3p-sow-pst,ta-3,0,3p
tayawakajpe-3p-sow-pst-1,tayawakajpe-3p-sow-pst,yawaka-sow,1,sow
tayawakajpe-3p-sow-pst-2,tayawakajpe-3p-sow-pst,jpepst1,2,pst
eretapi-cultivated-plant-0,eretapi-cultivated-plant,eretapi-cultivated-plant,0,cultivated-plant
ijtetojpano-3-go-fut-concl-0,ijtetojpano-3-go-fut-concl,ij3,0,3
ijtetojpano-3-go-fut-concl-1,ijtetojpano-3-go-fut-concl,te-go,1,go
ijtetojpano-3-go-fut-concl-2,ijtetojpano-3-go-fut-concl,tojpanofut,2,"fut,concl"
sejpejteke-dream-pl-imp-1,sejpejteke-dream-pl-imp,tepl,1,pl
sejpejteke-dream-pl-imp-2,sejpejteke-dream-pl-imp,keimp,2,imp
yampejteke-pick-up-plur-pl-imp-0,yampejteke-pick-up-plur-pl-imp,yam-pick-up,0,pick-up
yampejteke-pick-up-plur-pl-imp-1,yampejteke-pick-up-plur-pl-imp,plur2,1,plur
yampejteke-pick-up-plur-pl-imp-2,yampejteke-pick-up-plur-pl-imp,tepl,2,pl
yampejteke-pick-up-plur-pl-imp-3,yampejteke-pick-up-plur-pl-imp,keimp,3,imp
kawaraturu-k-pert-0,kawaraturu-k-pert,kawaratu-k,0,k
kawaraturu-k-pert-1,kawaraturu-k-pert,rupert,1,pert
kawaratu-k-0,kawaratu-k,kawaratu-k,0,k
wajyama-kiss-ipfv-0,wajyama-kiss-ipfv,wajyama-kiss,0,kiss
wajyama-kiss-ipfv-1,wajyama-kiss-ipfv,ri-zero,1,ipfv
tesej-3-name-pert-0,tesej-3-name-pert,it3,0,3
tesej-3-name-pert-1,tesej-3-name-pert,ese-name,1,name
tesej-3-name-pert-2,tesej-3-name-pert,jpert,2,pert
yamuwati-y-0,yamuwati-y,yamuwati-y,0,y
teseti-3-name-pert-0,teseti-3-name-pert,it3,0,3
teseti-3-name-pert-1,teseti-3-name-pert,ese-name,1,name
teseti-3-name-pert-2,teseti-3-name-pert,tipert,2,pert
yenipeke-drink-prog-tr-1-0,yenipeke-drink-prog-tr-1,yeni-drink-2,0,drink
yenipeke-drink-prog-tr-1-1,yenipeke-drink-prog-tr-1,pekeprog,1,"prog,tr"
tukontomo-give-ipfv-pl-0,tukontomo-give-ipfv-pl,tu-give,0,give
tukontomo-give-ipfv-pl-1,tukontomo-give-ipfv-pl,ri-zero,1,ipfv
tukontomo-give-ipfv-pl-2,tukontomo-give-ipfv-pl,kontomopl,2,pl
tese-prop-name-0,tese-prop-name,tprop,0,prop
tese-prop-name-1,tese-prop-name,ese-name,1,name
we-kill-acnnmlz-0,we-kill-acnnmlz,we-kill,0,kill
we-kill-acnnmlz-1,we-kill-acnnmlz,rinmlz-zero,1,acnnmlz
epejpekontomo-escape-pst-pl-0,epejpekontomo-escape-pst-pl,epe-escape,0,escape
epejpekontomo-escape-pst-pl-1,epejpekontomo-escape-pst-pl,jpepst1,1,pst
epejpekontomo-escape-pst-pl-2,epejpekontomo-escape-pst-pl,kontomopl,2,pl
epepejse-escape-plur-pst-0,epepejse-escape-plur-pst,epe-escape,0,escape
epepejse-escape-plur-pst-1,epepejse-escape-plur-pst,plur2,1,plur
epepejse-escape-plur-pst-2,epepejse-escape-plur-pst,sepst,2,pst
wepejse-kill-plur-pst-0,wepejse-kill-plur-pst,we-kill,0,kill
wepejse-kill-plur-pst-1,wepejse-kill-plur-pst,plur2,1,plur
wepejse-kill-plur-pst-2,wepejse-kill-plur-pst,sepst,2,pst
chijpekonton-cop-pst-pl-0,chijpekonton-cop-pst-pl,chi-cop,0,cop
chijpekonton-cop-pst-pl-1,chijpekonton-cop-pst-pl,jpepst1,1,pst
chijpekonton-cop-pst-pl-2,chijpekonton-cop-pst-pl,kontonpl,2,pl
tajtopojpe-say-circ-nmlz-pst-0,tajtopojpe-say-circ-nmlz-pst,taj-say,0,say
tajtopojpe-say-circ-nmlz-pst-1,tajtopojpe-say-circ-nmlz-pst,toponmlz,1,"circ,nmlz"
tajtopojpe-say-circ-nmlz-pst-2,tajtopojpe-say-circ-nmlz-pst,jpepst1,2,pst
wine-from-0,wine-from,wine-from,0,from
yojsemi-eat-starch-ptcp-nmlz-0,yojsemi-eat-starch-ptcp-nmlz,yoj-eat-starch,0,eat-starch
yojsemi-eat-starch-ptcp-nmlz-1,yojsemi-eat-starch-ptcp-nmlz,septcp,1,ptcp
yojsemi-eat-starch-ptcp-nmlz-2,yojsemi-eat-starch-ptcp-nmlz,minmlz,2,nmlz
yensemi-drink-ptcp-nmlz-0,yensemi-drink-ptcp-nmlz,yen-drink,0,drink
yensemi-drink-ptcp-nmlz-1,yensemi-drink-ptcp-nmlz,septcp,1,ptcp
yensemi-drink-ptcp-nmlz-2,yensemi-drink-ptcp-nmlz,minmlz,2,nmlz
yamansemi-make-ptcp-nmlz-0,yamansemi-make-ptcp-nmlz,yaman-make,0,make
yamansemi-make-ptcp-nmlz-1,yamansemi-make-ptcp-nmlz,septcp,1,ptcp
yamansemi-make-ptcp-nmlz-2,yamansemi-make-ptcp-nmlz,minmlz,2,nmlz
yajwema-sweeten-acnnmlz-1,yajwema-sweeten-acnnmlz,rinmlz-zero,1,acnnmlz
taijpe-3p-put-pst-0,taijpe-3p-put-pst,ta-3,0,3p
taijpe-3p-put-pst-1,taijpe-3p-put-pst,i-put,1,put
taijpe-3p-put-pst-2,taijpe-3p-put-pst,jpepst1,2,pst
tawejkakontomo-dawn-ipfv-pl-0,tawejkakontomo-dawn-ipfv-pl,tawejka-dawn,0,dawn
tawejkakontomo-dawn-ipfv-pl-1,tawejkakontomo-dawn-ipfv-pl,ri-zero,1,ipfv
tawejkakontomo-dawn-ipfv-pl-2,tawejkakontomo-dawn-ipfv-pl,kontomopl,2,pl
yeni-drink-acnnmlz-0,yeni-drink-acnnmlz,yeni-drink,0,drink
yeni-drink-acnnmlz-1,yeni-drink-acnnmlz,rinmlz-zero,1,acnnmlz
peremekikontomo-talk-ipfv-pl-0,peremekikontomo-talk-ipfv-pl,peremeki-talk,0,talk
peremekikontomo-talk-ipfv-pl-1,peremekikontomo-talk-ipfv-pl,ri-zero,1,ipfv
peremekikontomo-talk-ipfv-pl-2,peremekikontomo-talk-ipfv-pl,kontomopl,2,pl
najpi-grandfather-0,najpi-grandfather,najpi-grandfather,0,grandfather
najmotomo-grandmother-pl-0,najmotomo-grandmother-pl,najmo-grandmother,0,grandmother
najmotomo-grandmother-pl-1,najmotomo-grandmother-pl,tomopl,1,pl
takeretijne-3-relative-pert-pl-0,takeretijne-3-relative-pert-pl,it3,0,3
takeretijne-3-relative-pert-pl-1,takeretijne-3-relative-pert-pl,akere-relative-1,1,relative
takeretijne-3-relative-pert-pl-2,takeretijne-3-relative-pert-pl,tipert,2,pert
takeretijne-3-relative-pert-pl-3,takeretijne-3-relative-pert-pl,jnepl1,3,pl
tepana-3-dat-0,tepana-3-dat,te-3,0,3
tepana-3-dat-1,tepana-3-dat,pana-dat,1,dat
tojpajpe-hit-pst-0,tojpajpe-hit-pst,tojpa-hit,0,hit
tojpajpe-hit-pst-1,tojpajpe-hit-pst,jpepst1,1,pst
itatojpano-hear-fut-concl-0,itatojpano-hear-fut-concl,ita-hear,0,hear
itatojpano-hear-fut-concl-1,itatojpano-hear-fut-concl,tojpanofut,1,"fut,concl"
anajmotomo-2-grandmother-pert-pl-0,anajmotomo-2-grandmother-pert-pl,a2,0,2
anajmotomo-2-grandmother-pert-pl-1,anajmotomo-2-grandmother-pert-pl,najmo-grandmother,1,grandmother
anajmotomo-2-grandmother-pert-pl-2,anajmotomo-2-grandmother-pert-pl,rupert-zero,2,pert
anajmotomo-2-grandmother-pert-pl-3,anajmotomo-2-grandmother-pert-pl,tomopl,3,pl
waimurujpe-language-pert-pst-0,waimurujpe-language-pert-pst,waimu-language,0,language
waimurujpe-language-pert-pst-1,waimurujpe-language-pert-pst,rupert,1,pert
waimurujpe-language-pert-pst-2,waimurujpe-language-pert-pst,jpepst1,2,pst
mewinikiri-2-sleep-ipfv-0,mewinikiri-2-sleep-ipfv,me2,0,2
mewinikiri-2-sleep-ipfv-1,mewinikiri-2-sleep-ipfv,winiki-sleep,1,sleep
mewinikiri-2-sleep-ipfv-2,mewinikiri-2-sleep-ipfv,ri-ri,2,ipfv
semari-die-acnnmlz-0,semari-die-acnnmlz,sema-die,0,die
semari-die-acnnmlz-1,semari-die-acnnmlz,rinmlz,1,acnnmlz
meyawankaja-2-kill-neg-0,meyawankaja-2-kill-neg,me2,0,2
meyawankaja-2-kill-neg-1,meyawankaja-2-kill-neg,yawanka-kill,1,kill
meyawankaja-2-kill-neg-2,meyawankaja-2-kill-neg,janeg,2,neg
mekeya-2-think-ipfv-0,mekeya-2-think-ipfv,me2,0,2
mekeya-2-think-ipfv-1,mekeya-2-think-ipfv,keya-think,1,think
mekeya-2-think-ipfv-2,mekeya-2-think-ipfv,ri-zero,2,ipfv
semo-cry-acnnmlz-0,semo-cry-acnnmlz,semo-cry,0,cry
