ID,Stem_ID,Value_ID,Wordformpart_ID,Form_ID
tipapejsejne-go-in-group-plur-pst-pl-2-pst,tipapej-go-in-group-plur,pst,tipapejsejne-go-in-group-plur-pst-pl-2,
tipapejsejne-go-in-group-plur-pst-pl-3-pl,tipapej-go-in-group-plur,pl,tipapejsejne-go-in-group-plur-pst-pl-3,
waijtajne-mouse-pl-1-pl,waijta-mouse,pl,waijtajne-mouse-pl-1,
wonse-enter-pst-1-pst,won-enter,pst,wonse-enter-pst-1,
yakino-lk-younger-brother-pert-2-pert,akino-younger-brother,pert,yakino-lk-younger-brother-pert-2,
tototom-non-indian-pl-1-pl,toto-non-indian,pl,tototom-non-indian-pl-1,
meyiwiti-2-lk-house-pert-0-2,iwiti-house,2,meyiwiti-2-lk-house-pert-0,
meyiwiti-2-lk-house-pert-3-pert,iwiti-house,pert,meyiwiti-2-lk-house-pert-3,
tayamaneri-3p-make-ipfv-0-3,yamane-make,3,tayamaneri-3p-make-ipfv-0,
tayamaneri-3p-make-ipfv-2-ipfv,yamane-make,ipfv,tayamaneri-3p-make-ipfv-2,
takino-3-younger-brother-pert-0-3,akino-younger-brother,3,takino-3-younger-brother-pert-0,
takino-3-younger-brother-pert-2-pert,akino-younger-brother,pert,takino-3-younger-brother-pert-2,
tayojtese-3p-fish-with-hook-pst-0-3,yojte-fish-with-hook,3,tayojtese-3p-fish-with-hook-pst-0,
tayojtese-3p-fish-with-hook-pst-2-pst,yojte-fish-with-hook,pst,tayojtese-3p-fish-with-hook-pst-2,
tayantojpe-3p-pick-up-fut-0-3,yan-pick-up,3,tayantojpe-3p-pick-up-fut-0,
tayantojpe-3p-pick-up-fut-2-fut,yan-pick-up,fut,tayantojpe-3p-pick-up-fut-2,
tayenepo-3p-eat-meat-des-ipfv-0-3,yenepo-eat-meat-des,3,tayenepo-3p-eat-meat-des-ipfv-0,
tayenepo-3p-eat-meat-des-ipfv-3-ipfv,yenepo-eat-meat-des,ipfv,tayenepo-3p-eat-meat-des-ipfv-3,
tayenepese-3p-send-away-pst-0-3,yenepe-send-away,3,tayenepese-3p-send-away-pst-0,
tayenepese-3p-send-away-pst-2-pst,yenepe-send-away,pst,tayenepese-3p-send-away-pst-2,
yenari-lk-nose-pert-2-pert,ena-nose,pert,yenari-lk-nose-pert-2,
tatojpajpe-3p-hit-pst-0-3,tojpa-hit,3,tatojpajpe-3p-hit-pst-0,
tatojpajpe-3p-hit-pst-2-pst,tojpa-hit,pst,tatojpajpe-3p-hit-pst-2,
penejpe-piranha-pst-1-pst,pene-piranha,pst,penejpe-piranha-pst-1,
tayojte-3p-fish-with-hook-ipfv-0-3,yojte-fish-with-hook,3,tayojte-3p-fish-with-hook-ipfv-0,
tayojte-3p-fish-with-hook-ipfv-2-ipfv,yojte-fish-with-hook,ipfv,tayojte-3p-fish-with-hook-ipfv-2,
tayojteja-3p-fish-with-hook-neg-0-3,yojte-fish-with-hook,3,tayojteja-3p-fish-with-hook-neg-0,
tayojteja-3p-fish-with-hook-neg-2-neg,yojte-fish-with-hook,neg,tayojteja-3p-fish-with-hook-neg-2,
tarokase-3p-wash-pst-0-3,roka-wash,3,tarokase-3p-wash-pst-0,
tarokase-3p-wash-pst-2-pst,roka-wash,pst,tarokase-3p-wash-pst-2,
weretapejsejne-arrive-plur-pst-pl-2-pst,weretapej-arrive-plur,pst,weretapejsejne-arrive-plur-pst-pl-2,
weretapejsejne-arrive-plur-pst-pl-3-pl,weretapej-arrive-plur,pl,weretapejsejne-arrive-plur-pst-pl-3,
winijpejteke-sleep-plur-pl-imp-2-pl,winijpej-sleep-plur,pl,winijpejteke-sleep-plur-pl-imp-2,
winijpejteke-sleep-plur-pl-imp-3-imp,winijpej-sleep-plur,imp,winijpejteke-sleep-plur-pl-imp-3,
winijpejsejne-sleep-plur-pst-pl-2-pst,winijpej-sleep-plur,pst,winijpejsejne-sleep-plur-pst-pl-2,
winijpejsejne-sleep-plur-pst-pl-3-pl,winijpej-sleep-plur,pl,winijpejsejne-sleep-plur-pst-pl-3,
tayamanse-3p-make-pst-0-3,yaman-make,3,tayamanse-3p-make-pst-0,
tayamanse-3p-make-pst-2-pst,yaman-make,pst,tayamanse-3p-make-pst-2,
putuja-feel-neg-1-neg,putu-feel,neg,putuja-feel-neg-1,
weka-defecate-ipfv-1-ipfv,weka-defecate,ipfv,weka-defecate-ipfv-1,
tutojpano-give-fut-concl-1-fut,tu-give,fut,tutojpano-give-fut-concl-1,
waimu-speak-ipfv-1-ipfv,waimu-speak,ipfv,waimu-speak-ipfv-1,
tayamija-3p-pick-up-neg-0-3,yami-pick-up,3,tayamija-3p-pick-up-neg-0,
tayamija-3p-pick-up-neg-2-neg,yami-pick-up,neg,tayamija-3p-pick-up-neg-2,
tajnonton-piaroa-pl-1-pl,tajnon-piaroa,pl,tajnonton-piaroa-pl-1,
yej-lk-house-pert-2-pert,ej-house,pert,yej-lk-house-pert-2,
teki-3-chicha-pert-0-3,eki-chicha,3,teki-3-chicha-pert-0,
teki-3-chicha-pert-2-pert,eki-chicha,pert,teki-3-chicha-pert-2,
ijtepejse-3-go-plur-pst-0-3,tepej-go-plur,3,ijtepejse-3-go-plur-pst-0,
ijtepejse-3-go-plur-pst-3-pst,tepej-go-plur,pst,ijtepejse-3-go-plur-pst-3,
chimari-path-pert-1-pert,chima-path,pert,chimari-path-pert-1,
enuku-go-up-ipfv-1-ipfv,enuku-go-up,ipfv,enuku-go-up-ipfv-1,
enujke-go-up-imp-1-imp,enuj-go-up,imp,enujke-go-up-imp-1,
irui-3-older-brother-pert-0-3,rui-older-brother,3,irui-3-older-brother-pert-0,
irui-3-older-brother-pert-2-pert,rui-older-brother,pert,irui-3-older-brother-pert-2,
tainpo-3p-see-des-ipfv-0-3,inpo-see-des,3,tainpo-3p-see-des-ipfv-0,
tainpo-3p-see-des-ipfv-3-ipfv,inpo-see-des,ipfv,tainpo-3p-see-des-ipfv-3,
taintojpe-3p-see-fut-0-3,in-see,3,taintojpe-3p-see-fut-0,
taintojpe-3p-see-fut-2-fut,in-see,fut,taintojpe-3p-see-fut-2,
meyapejjrama-2-grab-proh-0-2,yapej-grab,2,meyapejjrama-2-grab-proh-0,
tamejyakase-3p-uncover-pst-0-3,mejyaka-uncover,3,tamejyakase-3p-uncover-pst-0,
tamejyakase-3p-uncover-pst-2-pst,mejyaka-uncover,pst,tamejyakase-3p-uncover-pst-2,
tayanse-3p-pick-up-pst-0-3,yan-pick-up,3,tayanse-3p-pick-up-pst-0,
tayanse-3p-pick-up-pst-2-pst,yan-pick-up,pst,tayanse-3p-pick-up-pst-2,
tayapejtojpe-3p-grab-fut-0-3,yapej-grab,3,tayapejtojpe-3p-grab-fut-0,
tayapejtojpe-3p-grab-fut-2-fut,yapej-grab,fut,tayapejtojpe-3p-grab-fut-2,
yapichija-grab-neg-1-neg,yapichi-grab,neg,yapichija-grab-neg-1,
esemapejsejne-die-plur-pst-pl-2-pst,esemapej-die-plur,pst,esemapejsejne-die-plur-pst-pl-2,
esemapejsejne-die-plur-pst-pl-3-pl,esemapej-die-plur,pl,esemapejsejne-die-plur-pst-pl-3,
metawejkari-2-dawn-ipfv-0-2,tawejka-dawn,2,metawejkari-2-dawn-ipfv-0,
metawejkari-2-dawn-ipfv-2-ipfv,tawejka-dawn,ipfv,metawejkari-2-dawn-ipfv-2,
metawejkatojpano-2-dawn-fut-concl-0-2,tawejka-dawn,2,metawejkatojpano-2-dawn-fut-concl-0,
metawejkatojpano-2-dawn-fut-concl-2-fut,tawejka-dawn,fut,metawejkatojpano-2-dawn-fut-concl-2,
tawejkaja-dawn-neg-1-neg,tawejka-dawn,neg,tawejkaja-dawn-neg-1,
inwari-3-glute-pert-0-3,nwa-glute,3,inwari-3-glute-pert-0,
inwari-3-glute-pert-2-pert,nwa-glute,pert,inwari-3-glute-pert-2,
meyenepese-2-send-away-pst-0-2,yenepe-send-away,2,meyenepese-2-send-away-pst-0,
meyenepese-2-send-away-pst-2-pst,yenepe-send-away,pst,meyenepese-2-send-away-pst-2,
ejpenakapeti-return-plur-ipfv-2-ipfv,ejpenakapeti-return-plur,ipfv,ejpenakapeti-return-plur-ipfv-2,
tayanijse-3p-call-pst-0-3,yanij-call,3,tayanijse-3p-call-pst-0,
tayanijse-3p-call-pst-2-pst,yanij-call,pst,tayanijse-3p-call-pst-2,
yujwajpe-burn-pst-1-pst,yujwa-burn,pst,yujwajpe-burn-pst-1,
mepana-2-dat-0-2,pana-dat,2,mepana-2-dat-0,
tataja-3p-say-neg-0-3,ta-say,3,tataja-3p-say-neg-0,
tataja-3p-say-neg-2-neg,ta-say,neg,tataja-3p-say-neg-2,
tanepi-3p-bring-ipfv-0-3,nepi-bring,3,tanepi-3p-bring-ipfv-0,
tanepi-3p-bring-ipfv-2-ipfv,nepi-bring,ipfv,tanepi-3p-bring-ipfv-2,
ejnai-make-self-ipfv-1-ipfv,ejnai-make-self,ipfv,ejnai-make-self-ipfv-1,
tayapichija-3p-grab-neg-0-3,yapichi-grab,3,tayapichija-3p-grab-neg-0,
tayapichija-3p-grab-neg-2-neg,yapichi-grab,neg,tayapichija-3p-grab-neg-2,
yami-pick-up-ipfv-1-ipfv,yami-pick-up,ipfv,yami-pick-up-ipfv-1,
tayampo-3p-pick-up-des-ipfv-0-3,yampo-pick-up-des,3,tayampo-3p-pick-up-des-ipfv-0,
tayampo-3p-pick-up-des-ipfv-3-ipfv,yampo-pick-up-des,ipfv,tayampo-3p-pick-up-des-ipfv-3,
yamanpejsejne-make-plur-pst-pl-2-pst,yamanpej-make-plur,pst,yamanpejsejne-make-plur-pst-pl-2,
yamanpejsejne-make-plur-pst-pl-3-pl,yamanpej-make-plur,pl,yamanpejsejne-make-plur-pst-pl-3,
weri-kill-ipfv-1-ipfv,we-kill,ipfv,weri-kill-ipfv-1,
wonke-enter-imp-1-imp,won-enter,imp,wonke-enter-imp-1,
itapo-hear-des-ipfv-2-ipfv,itapo-hear-des,ipfv,itapo-hear-des-ipfv-2,
tawese-3p-kill-pst-0-3,we-kill,3,tawese-3p-kill-pst-0,
tawese-3p-kill-pst-2-pst,we-kill,pst,tawese-3p-kill-pst-2,
weke-kill-imp-1-imp,we-kill,imp,weke-kill-imp-1,
kamwiyajkapo-change-des-ipfv-2-ipfv,kamwiyajkapo-change-des,ipfv,kamwiyajkapo-change-des-ipfv-2,
tayamiri-3p-pick-up-ipfv-0-3,yami-pick-up,3,tayamiri-3p-pick-up-ipfv-0,
tayamiri-3p-pick-up-ipfv-2-ipfv,yami-pick-up,ipfv,tayamiri-3p-pick-up-ipfv-2,
tasemejse-3p-defend-pst-0-3,semej-defend,3,tasemejse-3p-defend-pst-0,
tasemejse-3p-defend-pst-2-pst,semej-defend,pst,tasemejse-3p-defend-pst-2,
ipachi-3-older-sister-of-woman-pert-0-3,pachi-older-sister-of-woman,3,ipachi-3-older-sister-of-woman-pert-0,
ipachi-3-older-sister-of-woman-pert-2-pert,pachi-older-sister-of-woman,pert,ipachi-3-older-sister-of-woman-pert-2,
tatemekiri-3p-defend-ipfv-0-3,temeki-defend,3,tatemekiri-3p-defend-ipfv-0,
tatemekiri-3p-defend-ipfv-2-ipfv,temeki-defend,ipfv,tatemekiri-3p-defend-ipfv-2,
tunajne-water-pl-1-pl,tuna-water,pl,tunajne-water-pl-1,
mechiyakom-2-friend-pert-0-2,chiyakom-friend,2,mechiyakom-2-friend-pert-0,
mechiyakom-2-friend-pert-2-pert,chiyakom-friend,pert,mechiyakom-2-friend-pert-2,
ekiri-chicha-pert-1-pert,eki-chicha,pert,ekiri-chicha-pert-1,
umukutomo-1-child-pert-pl-0-1,muku-child,1,umukutomo-1-child-pert-pl-0,
umukutomo-1-child-pert-pl-2-pert,muku-child,pert,umukutomo-1-child-pert-pl-2,
umukutomo-1-child-pert-pl-3-pl,muku-child,pl,umukutomo-1-child-pert-pl-3,
meyuru-2-lk-starchy-food-pert-0-2,u-starchy-food,2,meyuru-2-lk-starchy-food-pert-0,
meyuru-2-lk-starchy-food-pert-3-pert,u-starchy-food,pert,meyuru-2-lk-starchy-food-pert-3,
tatupo-3p-give-des-ipfv-0-3,tupo-give-des,3,tatupo-3p-give-des-ipfv-0,
tatupo-3p-give-des-ipfv-3-ipfv,tupo-give-des,ipfv,tatupo-3p-give-des-ipfv-3,
tupo-give-des-ipfv-2-ipfv,tupo-give-des,ipfv,tupo-give-des-ipfv-2,
tasemeki-3p-defend-ipfv-0-3,semeki-defend,3,tasemeki-3p-defend-ipfv-0,
tasemeki-3p-defend-ipfv-2-ipfv,semeki-defend,ipfv,tasemeki-3p-defend-ipfv-2,
yorojyamori-lk-evil-being-pert-2-pert,orojyamo-evil-being,pert,yorojyamori-lk-evil-being-pert-2,
yorojyamorijpe-lk-evil-being-pert-pst-2-pert,orojyamo-evil-being,pert,yorojyamorijpe-lk-evil-being-pert-pst-2,
yorojyamorijpe-lk-evil-being-pert-pst-3-pst,orojyamo-evil-being,pst,yorojyamorijpe-lk-evil-being-pert-pst-3,
yorojyamo-lk-evil-being-pert-2-pert,orojyamo-evil-being,pert,yorojyamo-lk-evil-being-pert-2,
patakake-take-out-imp-1-imp,pataka-take-out,imp,patakake-take-out-imp-1,
yenu-lk-eye-pert-2-pert,enu-eye,pert,yenu-lk-eye-pert-2,
mewejtojpano-2-cop-fut-concl-0-2,wej-cop,2,mewejtojpano-2-cop-fut-concl-0,
mewejtojpano-2-cop-fut-concl-2-fut,wej-cop,fut,mewejtojpano-2-cop-fut-concl-2,
epesekontomo-escape-pst-pl-1-pst,epe-escape,pst,epesekontomo-escape-pst-pl-1,
epesekontomo-escape-pst-pl-2-pl,epe-escape,pl,epesekontomo-escape-pst-pl-2,
teperu-3-escape-ipfv-0-3,epe-escape,3,teperu-3-escape-ipfv-0,
teperu-3-escape-ipfv-2-ipfv,epe-escape,ipfv,teperu-3-escape-ipfv-2,
tajne-say-ipfv-pl-1-ipfv,ta-say,ipfv,tajne-say-ipfv-pl-1,
tajne-say-ipfv-pl-2-pl,ta-say,pl,tajne-say-ipfv-pl-2,
inajpiri-3-grandfather-pert-0-3,najpi-grandfather,3,inajpiri-3-grandfather-pert-0,
inajpiri-3-grandfather-pert-2-pert,najpi-grandfather,pert,inajpiri-3-grandfather-pert-2,
waraijtorijpe-husband-pert-pst-1-pert,waraijto-husband,pert,waraijtorijpe-husband-pert-pst-1,
waraijtorijpe-husband-pert-pst-2-pst,waraijto-husband,pst,waraijtorijpe-husband-pert-pst-2,
yenepo-eat-meat-des-ipfv-2-ipfv,yenepo-eat-meat-des,ipfv,yenepo-eat-meat-des-ipfv-2,
tanaijpeti-3p-do-plur-ipfv-0-3,naijpeti-do-plur,3,tanaijpeti-3p-do-plur-ipfv-0,
tanaijpeti-3p-do-plur-ipfv-3-ipfv,naijpeti-do-plur,ipfv,tanaijpeti-3p-do-plur-ipfv-3,
tanaise-3p-do-pst-0-3,nai-do,3,tanaise-3p-do-pst-0,
tanaise-3p-do-pst-2-pst,nai-do,pst,tanaise-3p-do-pst-2,
tanaijpetiri-3p-do-plur-ipfv-0-3,naijpeti-do-plur,3,tanaijpetiri-3p-do-plur-ipfv-0,
tanaijpetiri-3p-do-plur-ipfv-3-ipfv,naijpeti-do-plur,ipfv,tanaijpetiri-3p-do-plur-ipfv-3,
moronori-poison-pert-1-pert,morono-poison,pert,moronori-poison-pert-1,
chiyakontomojne-friend-pl-pl-1-pl,chiyakon-friend,pl,chiyakontomojne-friend-pl-pl-1,
chiyakontomojne-friend-pl-pl-2-pl,chiyakon-friend,pl,chiyakontomojne-friend-pl-pl-2,
yapijtontomo-old-pl-1-pl,yapijton-old,pl,yapijtontomo-old-pl-1,
tojpapejse-hit-plur-pst-2-pst,tojpapej-hit-plur,pst,tojpapejse-hit-plur-pst-2,
yawotomo-lk-uncle-pert-pl-2-pert,awo-uncle,pert,yawotomo-lk-uncle-pert-pl-2,
yawotomo-lk-uncle-pert-pl-3-pl,awo-uncle,pl,yawotomo-lk-uncle-pert-pl-3,
mewaimu-2-speak-ipfv-0-2,waimu-speak,2,mewaimu-2-speak-ipfv-0,
mewaimu-2-speak-ipfv-2-ipfv,waimu-speak,ipfv,mewaimu-2-speak-ipfv-2,
iwanene-3-aunt-pert-0-3,wanene-aunt,3,iwanene-3-aunt-pert-0,
iwanene-3-aunt-pert-2-pert,wanene-aunt,pert,iwanene-3-aunt-pert-2,
metampa-2-become-angry-ipfv-0-2,tampa-become-angry,2,metampa-2-become-angry-ipfv-0,
metampa-2-become-angry-ipfv-2-ipfv,tampa-become-angry,ipfv,metampa-2-become-angry-ipfv-2,
meweseyu-2-be-brave-ipfv-0-2,weseyu-be-brave,2,meweseyu-2-be-brave-ipfv-0,
meweseyu-2-be-brave-ipfv-2-ipfv,weseyu-be-brave,ipfv,meweseyu-2-be-brave-ipfv-2,
iwaraijto-3-husband-pert-0-3,waraijto-husband,3,iwaraijto-3-husband-pert-0,
iwaraijto-3-husband-pert-2-pert,waraijto-husband,pert,iwaraijto-3-husband-pert-2,
mewaimu-2-language-pert-0-2,waimu-language,2,mewaimu-2-language-pert-0,
mewaimu-2-language-pert-2-pert,waimu-language,pert,mewaimu-2-language-pert-2,
yatiri-lk-plot-of-cultivated-land-pert-2-pert,ati-plot-of-cultivated-land-1,pert,yatiri-lk-plot-of-cultivated-land-pert-2,
yaketeke-cut-imp-1-imp,yakete-cut,imp,yaketeke-cut-imp-1,
tatirijpe-3-plot-of-cultivated-land-pert-pst-0-3,ati-plot-of-cultivated-land-1,3,tatirijpe-3-plot-of-cultivated-land-pert-pst-0,
tatirijpe-3-plot-of-cultivated-land-pert-pst-2-pert,ati-plot-of-cultivated-land-1,pert,tatirijpe-3-plot-of-cultivated-land-pert-pst-2,
tatirijpe-3-plot-of-cultivated-land-pert-pst-3-pst,ati-plot-of-cultivated-land-1,pst,tatirijpe-3-plot-of-cultivated-land-pert-pst-3,
winikijnari-sleep-ipfv-neg-1-ipfv,winiki-sleep,ipfv,winikijnari-sleep-ipfv-neg-1,
winikijnari-sleep-ipfv-neg-2-neg,winiki-sleep,neg,winikijnari-sleep-ipfv-neg-2,
wirejpe-1pro-pst-1-pst,wire-1pro,pst,wirejpe-1pro-pst-1,
samo-cry-ipfv-1-ipfv,samo-cry,ipfv,samo-cry-ipfv-1,
terepuntase-3-become-sick-pst-0-3,erepunta-become-sick,3,terepuntase-3-become-sick-pst-0,
terepuntase-3-become-sick-pst-2-pst,erepunta-become-sick,pst,terepuntase-3-become-sick-pst-2,
tajropo-have-fever-ipfv-1-ipfv,tajropo-have-fever,ipfv,tajropo-have-fever-ipfv-1,
tayapimajpe-3p-make-worse-pst-0-3,yapima-make-worse,3,tayapimajpe-3p-make-worse-pst-0,
tayapimajpe-3p-make-worse-pst-2-pst,yapima-make-worse,pst,tayapimajpe-3p-make-worse-pst-2,
yakaramaja-tell-neg-1-neg,yakarama-tell,neg,yakaramaja-tell-neg-1,
yaketeja-cut-neg-1-neg,yakete-cut,neg,yaketeja-cut-neg-1,
yepemaja-pay-neg-1-neg,yepema-pay,neg,yepemaja-pay-neg-1,
metojpa-2-hit-ipfv-0-2,tojpa-hit,2,metojpa-2-hit-ipfv-0,
metojpa-2-hit-ipfv-2-ipfv,tojpa-hit,ipfv,metojpa-2-hit-ipfv-2,
mewarotapo-2-work-des-ipfv-0-2,warotapo-work-des,2,mewarotapo-2-work-des-ipfv-0,
mewarotapo-2-work-des-ipfv-3-ipfv,warotapo-work-des,ipfv,mewarotapo-2-work-des-ipfv-3,
warotapojnari-work-des-ipfv-neg-2-ipfv,warotapo-work-des,ipfv,warotapojnari-work-des-ipfv-neg-2,
warotapojnari-work-des-ipfv-neg-3-neg,warotapo-work-des,neg,warotapojnari-work-des-ipfv-neg-3,
utejpe-1-go-pst-0-1,te-go,1,utejpe-1-go-pst-0,
utejpe-1-go-pst-2-pst,te-go,pst,utejpe-1-go-pst-2,
takereti-3-relative-pert-0-3,akere-relative-1,3,takereti-3-relative-pert-0,
takereti-3-relative-pert-2-pert,akere-relative-1,pert,takereti-3-relative-pert-2,
nankase-find-pst-1-pst,nanka-find,pst,nankase-find-pst-1,
takerejtomo-3-relative-pert-pl-0-3,akere-relative-1,3,takerejtomo-3-relative-pert-pl-0,
takerejtomo-3-relative-pert-pl-2-pert,akere-relative-1,pert,takerejtomo-3-relative-pert-pl-2,
takerejtomo-3-relative-pert-pl-3-pl,akere-relative-1,pl,takerejtomo-3-relative-pert-pl-3,
yerepunu-lk-sick-pert-2-pert,erepunu-sick,pert,yerepunu-lk-sick-pert-2,
pachiri-older-sister-of-woman-pert-1-pert,pachi-older-sister-of-woman,pert,pachiri-older-sister-of-woman-pert-1,
meyakereti-2-lk-relative-pert-0-2,akere-relative-1,2,meyakereti-2-lk-relative-pert-0,
meyakereti-2-lk-relative-pert-3-pert,akere-relative-1,pert,meyakereti-2-lk-relative-pert-3,
kururu-prochilodus-mariae-pert-1-pert,kuru-prochilodus-mariae,pert,kururu-prochilodus-mariae-pert-1,
kochari-tail-pert-1-pert,kocha-tail,pert,kochari-tail-pert-1,
meyakerej-2-lk-relative-pert-0-2,akere-relative-1,2,meyakerej-2-lk-relative-pert-0,
meyakerej-2-lk-relative-pert-3-pert,akere-relative-1,pert,meyakerej-2-lk-relative-pert-3,
uteri-1-go-ipfv-0-1,te-go,1,uteri-1-go-ipfv-0,
uteri-1-go-ipfv-2-ipfv,te-go,ipfv,uteri-1-go-ipfv-2,
mukurujpe-child-pert-pst-1-pert,muku-child,pert,mukurujpe-child-pert-pst-1,
mukurujpe-child-pert-pst-2-pst,muku-child,pst,mukurujpe-child-pert-pst-2,
tesetijpe-3-name-pert-pst-0-3,ese-name,3,tesetijpe-3-name-pert-pst-0,
tesetijpe-3-name-pert-pst-2-pert,ese-name,pert,tesetijpe-3-name-pert-pst-2,
tesetijpe-3-name-pert-pst-3-pst,ese-name,pst,tesetijpe-3-name-pert-pst-3,
semajpekontomo-die-pst-pl-1-pst,sema-die,pst,semajpekontomo-die-pst-pl-1,
semajpekontomo-die-pst-pl-2-pl,sema-die,pl,semajpekontomo-die-pst-pl-2,
waimupeke-speak-prog-tr-1-prog,waimu-speak,prog,waimupeke-speak-prog-tr-1,
unajmotom-1-grandmother-pert-pl-0-1,najmo-grandmother,1,unajmotom-1-grandmother-pert-pl-0,
unajmotom-1-grandmother-pert-pl-2-pert,najmo-grandmother,pert,unajmotom-1-grandmother-pert-pl-2,
unajmotom-1-grandmother-pert-pl-3-pl,najmo-grandmother,pl,unajmotom-1-grandmother-pert-pl-3,
wanenetomojne-aunt-pl-pl-1-pl,wanene-aunt,pl,wanenetomojne-aunt-pl-pl-1,
wanenetomojne-aunt-pl-pl-2-pl,wanene-aunt,pl,wanenetomojne-aunt-pl-pl-2,
senkapeti-finish-plur-ipfv-2-ipfv,senkapeti-finish-plur,ipfv,senkapeti-finish-plur-ipfv-2,
uyakerej-1-lk-relative-pert-0-1,akere-relative-1,1,uyakerej-1-lk-relative-pert-0,
uyakerej-1-lk-relative-pert-3-pert,akere-relative-1,pert,uyakerej-1-lk-relative-pert-3,
najmotomojne-grandmother-pl-pl-1-pl,najmo-grandmother,pl,najmotomojne-grandmother-pl-pl-1,
najmotomojne-grandmother-pl-pl-2-pl,najmo-grandmother,pl,najmotomojne-grandmother-pl-pl-2,
esemapejse-die-plur-pst-2-pst,esemapej-die-plur,pst,esemapejse-die-plur-pst-2,
senkapejsejne-finish-plur-pst-pl-2-pst,senkapej-finish-plur,pst,senkapejsejne-finish-plur-pst-pl-2,
senkapejsejne-finish-plur-pst-pl-3-pl,senkapej-finish-plur,pl,senkapejsejne-finish-plur-pst-pl-3,
yawotomojne-lk-uncle-pert-pl-pl-2-pert,awo-uncle,pert,yawotomojne-lk-uncle-pert-pl-pl-2,
yawotomojne-lk-uncle-pert-pl-pl-3-pl,awo-uncle,pl,yawotomojne-lk-uncle-pert-pl-pl-3,
yawotomojne-lk-uncle-pert-pl-pl-4-pl,awo-uncle,pl,yawotomojne-lk-uncle-pert-pl-pl-4,
yawojne-lk-uncle-pert-pl-2-pert,awo-uncle,pert,yawojne-lk-uncle-pert-pl-2,
yawojne-lk-uncle-pert-pl-3-pl,awo-uncle,pl,yawojne-lk-uncle-pert-pl-3,
wejsapekontomo-cop-pfv-pl-1-pfv,wej-cop,pfv,wejsapekontomo-cop-pfv-pl-1,
wejsapekontomo-cop-pfv-pl-2-pl,wej-cop,pl,wejsapekontomo-cop-pfv-pl-2,
wejpetijpekontomo-come-plur-pst-pl-2-pst,wejpeti-come-plur,pst,wejpetijpekontomo-come-plur-pst-pl-2,
wejpetijpekontomo-come-plur-pst-pl-3-pl,wejpeti-come-plur,pl,wejpetijpekontomo-come-plur-pst-pl-3,
iyipi-3-mountain-pert-0-3,yipi-mountain,3,iyipi-3-mountain-pert-0,
iyipi-3-mountain-pert-2-pert,yipi-mountain,pert,iyipi-3-mountain-pert-2,
inonokontomo-3-earth-pert-pl-0-3,nono-earth,3,inonokontomo-3-earth-pert-pl-0,
inonokontomo-3-earth-pert-pl-2-pert,nono-earth,pert,inonokontomo-3-earth-pert-pl-2,
inonokontomo-3-earth-pert-pl-3-pl,nono-earth,pl,inonokontomo-3-earth-pert-pl-3,
tewine-3-from-0-3,wine-from,3,tewine-3-from-0,
mewarai-2-like-0-2,warai-like,2,mewarai-2-like-0,
tamutom-3-ripeness-pert-pl-0-3,amu-ripeness,3,tamutom-3-ripeness-pert-pl-0,
tamutom-3-ripeness-pert-pl-2-pert,amu-ripeness,pert,tamutom-3-ripeness-pert-pl-2,
tamutom-3-ripeness-pert-pl-3-pl,amu-ripeness,pl,tamutom-3-ripeness-pert-pl-3,
chikontom-cop-ipfv-pl-1-ipfv,chi-cop,ipfv,chikontom-cop-ipfv-pl-1,
chikontom-cop-ipfv-pl-2-pl,chi-cop,pl,chikontom-cop-ipfv-pl-2,
ejtejne-house-npert-pl-1-npert,ej-house,npert,ejtejne-house-npert-pl-1,
ejtejne-house-npert-pl-2-pl,ej-house,pl,ejtejne-house-npert-pl-2,
wepijpekontomo-come-pst-pl-1-pst,wepi-come,pst,wepijpekontomo-come-pst-pl-1,
wepijpekontomo-come-pst-pl-2-pl,wepi-come,pl,wepijpekontomo-come-pst-pl-2,
warotakonton-work-ipfv-pl-1-ipfv,warota-work,ipfv,warotakonton-work-ipfv-pl-1,
warotakonton-work-ipfv-pl-2-pl,warota-work,pl,warotakonton-work-ipfv-pl-2,
wejpejse-come-plur-pst-2-pst,wejpej-come-plur,pst,wejpejse-come-plur-pst-2,
uyarejpe-1-bring-pst-0-1,yare-bring,1,uyarejpe-1-bring-pst-0,
uyarejpe-1-bring-pst-2-pst,yare-bring,pst,uyarejpe-1-bring-pst-2,
warotanepeke-work-prog-intr-1-prog,warota-work,prog,warotanepeke-work-prog-intr-1,
yakerejtomojne-lk-relative-pert-pl-pl-2-pert,akere-relative-1,pert,yakerejtomojne-lk-relative-pert-pl-pl-2,
yakerejtomojne-lk-relative-pert-pl-pl-3-pl,akere-relative-1,pl,yakerejtomojne-lk-relative-pert-pl-pl-3,
yakerejtomojne-lk-relative-pert-pl-pl-4-pl,akere-relative-1,pl,yakerejtomojne-lk-relative-pert-pl-pl-4,
yapijtontomojne-old-pl-pl-1-pl,yapijton-old,pl,yapijtontomojne-old-pl-pl-1,
yapijtontomojne-old-pl-pl-2-pl,yapijton-old,pl,yapijtontomojne-old-pl-pl-2,
warota-work-ipfv-1-ipfv,warota-work,ipfv,warota-work-ipfv-1,
yipiri-mountain-pert-1-1-pert,yipi-mountain,pert,yipiri-mountain-pert-1-1,
semokontomo-cry-ipfv-pl-1-ipfv,semo-cry,ipfv,semokontomo-cry-ipfv-pl-1,
