ID,Stem_ID,Value_ID,Wordformpart_ID,Form_ID
makeri-mom-pert-1-pert,make-mom,pert,makeri-mom-pert-1,
unemese-1-leave-pst-0-1,neme-leave,1,unemese-1-leave-pst-0,
unemese-1-leave-pst-2-pst,neme-leave,pst,unemese-1-leave-pst-2,
uyenese-1-eat-meat-pst-0-1,yene-eat-meat,1,uyenese-1-eat-meat-pst-0,
uyenese-1-eat-meat-pst-2-pst,yene-eat-meat,pst,uyenese-1-eat-meat-pst-2,
uyarese-1-bring-pst-0-1,yare-bring,1,uyarese-1-bring-pst-0,
uyarese-1-bring-pst-2-pst,yare-bring,pst,uyarese-1-bring-pst-2,
tiwij-3-house-pert-0-3,iwij-house,3,tiwij-3-house-pert-0,
tiwij-3-house-pert-2-pert,iwij-house,pert,tiwij-3-house-pert-2,
itake-hear-imp-1-imp,ita-hear,imp,itake-hear-imp-1,
meiyajtetojpano-2-care-for-fut-concl-0-2,iyajte-care-for,2,meiyajtetojpano-2-care-for-fut-concl-0,
meiyajtetojpano-2-care-for-fut-concl-2-fut,iyajte-care-for,fut,meiyajtetojpano-2-care-for-fut-concl-2,
yanke-pick-up-imp-1-imp,yan-pick-up,imp,yanke-pick-up-imp-1,
umake-1-mom-pert-0-1,make-mom,1,umake-1-mom-pert-0,
umake-1-mom-pert-2-pert,make-mom,pert,umake-1-mom-pert-2,
ejwate-hammock-npert-1-npert,ejwa-hammock,npert,ejwate-hammock-npert-1,
metuna-2-water-pert-0-2,tuna-water,2,metuna-2-water-pert-0,
metuna-2-water-pert-2-pert,tuna-water,pert,metuna-2-water-pert-2,
meyoti-2-lk-meat-pert-0-2,oti-meat,2,meyoti-2-lk-meat-pert-0,
meyoti-2-lk-meat-pert-3-pert,oti-meat,pert,meyoti-2-lk-meat-pert-3,
usenejkasape-1-stay-pfv-0-1,senejka-stay,1,usenejkasape-1-stay-pfv-0,
usenejkasape-1-stay-pfv-2-pfv,senejka-stay,pfv,usenejkasape-1-stay-pfv-2,
ukeyetase-1-grow-pst-0-1,keyeta-grow,1,ukeyetase-1-grow-pst-0,
ukeyetase-1-grow-pst-2-pst,keyeta-grow,pst,ukeyetase-1-grow-pst-2,
upatakajpe-1-take-out-pst-0-1,pataka-take-out,1,upatakajpe-1-take-out-pst-0,
upatakajpe-1-take-out-pst-2-pst,pataka-take-out,pst,upatakajpe-1-take-out-pst-2,
patakajpe-take-out-pst-1-pst,pataka-take-out,pst,patakajpe-take-out-pst-1,
memukutomo-2-child-pert-pl-0-2,muku-child,2,memukutomo-2-child-pert-pl-0,
memukutomo-2-child-pert-pl-2-pert,muku-child,pert,memukutomo-2-child-pert-pl-2,
memukutomo-2-child-pert-pl-3-pl,muku-child,pl,memukutomo-2-child-pert-pl-3,
tanairi-3p-do-ipfv-0-3,nai-do,3,tanairi-3p-do-ipfv-0,
tanairi-3p-do-ipfv-2-ipfv,nai-do,ipfv,tanairi-3p-do-ipfv-2,
yawakipeke-grate-prog-tr-1-prog,yawaki-grate,prog,yawakipeke-grate-prog-tr-1,
yawakiri-grate-ipfv-1-ipfv,yawaki-grate,ipfv,yawakiri-grate-ipfv-1,
memati-2-breast-pert-0-2,mati-breast,2,memati-2-breast-pert-0,
memati-2-breast-pert-2-pert,mati-breast,pert,memati-2-breast-pert-2,
tata-3p-say-ipfv-0-3,ta-say,3,tata-3p-say-ipfv-0,
tata-3p-say-ipfv-2-ipfv,ta-say,ipfv,tata-3p-say-ipfv-2,
keyamajpe-raise-pst-1-pst,keyama-raise,pst,keyamajpe-raise-pst-1,
yojteri-fish-with-hook-ipfv-1-ipfv,yojte-fish-with-hook,ipfv,yojteri-fish-with-hook-ipfv-1,
kuneri-cook-ipfv-1-ipfv,kune-cook,ipfv,kuneri-cook-ipfv-1,
moronkapike-make-suffer-prog-tr-1-prog,moronka-make-suffer,prog,moronkapike-make-suffer-prog-tr-1,
tamoronkapike-3p-make-suffer-prog-tr-0-3,moronka-make-suffer,3,tamoronkapike-3p-make-suffer-prog-tr-0,
tamoronkapike-3p-make-suffer-prog-tr-2-prog,moronka-make-suffer,prog,tamoronkapike-3p-make-suffer-prog-tr-2,
meteri-2-go-ipfv-0-2,te-go,2,meteri-2-go-ipfv-0,
meteri-2-go-ipfv-2-ipfv,te-go,ipfv,meteri-2-go-ipfv-2,
ija-put-neg-1-neg,i-put,neg,ija-put-neg-1,
ijta-3-foot-pert-0-3,jta-foot,3,ijta-3-foot-pert-0,
ijta-3-foot-pert-2-pert,jta-foot,pert,ijta-3-foot-pert-2,
seremake-eat-imp-1-imp,serema-eat,imp,seremake-eat-imp-1,
seremaja-eat-neg-1-neg,serema-eat,neg,seremaja-eat-neg-1,
usamori-1-cry-ipfv-0-1,samo-cry,1,usamori-1-cry-ipfv-0,
usamori-1-cry-ipfv-2-ipfv,samo-cry,ipfv,usamori-1-cry-ipfv-2,
teretapiri-3-cultivated-plant-pert-0-3,eretapi-cultivated-plant,3,teretapiri-3-cultivated-plant-pert-0,
teretapiri-3-cultivated-plant-pert-2-pert,eretapi-cultivated-plant,pert,teretapiri-3-cultivated-plant-pert-2,
tinawe-3-have-0-3,inawe-have,3,tinawe-3-have-0,
wejse-cop-pst-1-pst,wej-cop,pst,wejse-cop-pst-1,
wejse-come-pst-1-pst,wej-come,pst,wejse-come-pst-1,
jtari-foot-pert-1-pert,jta-foot,pert,jtari-foot-pert-1,
uyawankase-1-kill-pst-0-1,yawanka-kill,1,uyawankase-1-kill-pst-0,
uyawankase-1-kill-pst-2-pst,yawanka-kill,pst,uyawankase-1-kill-pst-2,
uyawankaja-1-kill-neg-0-1,yawanka-kill,1,uyawankaja-1-kill-neg-0,
uyawankaja-1-kill-neg-2-neg,yawanka-kill,neg,uyawankaja-1-kill-neg-2,
utojpase-1-hit-pst-0-1,tojpa-hit,1,utojpase-1-hit-pst-0,
utojpase-1-hit-pst-2-pst,tojpa-hit,pst,utojpase-1-hit-pst-2,
tatojpase-3p-hit-pst-0-3,tojpa-hit,3,tatojpase-3p-hit-pst-0,
tatojpase-3p-hit-pst-2-pst,tojpa-hit,pst,tatojpase-3p-hit-pst-2,
esemaja-die-neg-1-neg,esema-die,neg,esemaja-die-neg-1,
tayaketese-3p-cut-pst-0-3,yakete-cut,3,tayaketese-3p-cut-pst-0,
tayaketese-3p-cut-pst-2-pst,yakete-cut,pst,tayaketese-3p-cut-pst-2,
tatojpapeti-3p-hit-plur-ipfv-0-3,tojpapeti-hit-plur,3,tatojpapeti-3p-hit-plur-ipfv-0,
tatojpapeti-3p-hit-plur-ipfv-3-ipfv,tojpapeti-hit-plur,ipfv,tatojpapeti-3p-hit-plur-ipfv-3,
uyejweti-1-lk-hammock-pert-0-1,ejwe-hammock,1,uyejweti-1-lk-hammock-pert-0,
uyejweti-1-lk-hammock-pert-3-pert,ejwe-hammock,pert,uyejweti-1-lk-hammock-pert-3,
yaketeri-cut-ipfv-1-ipfv,yakete-cut,ipfv,yaketeri-cut-ipfv-1,
yejweti-lk-hammock-pert-2-pert,ejwe-hammock,pert,yejweti-lk-hammock-pert-2,
mechiri-2-cop-ipfv-0-2,chi-cop,2,mechiri-2-cop-ipfv-0,
mechiri-2-cop-ipfv-2-ipfv,chi-cop,ipfv,mechiri-2-cop-ipfv-2,
yaketejpe-cut-pst-1-pst,yakete-cut,pst,yaketejpe-cut-pst-1,
warotaja-work-neg-1-neg,warota-work,neg,warotaja-work-neg-1,
yataneri-adolescent-pert-1-pert,yatane-adolescent,pert,yataneri-adolescent-pert-1,
patakaja-take-out-neg-1-neg,pataka-take-out,neg,patakaja-take-out-neg-1,
taj-say-ipfv-1-ipfv,taj-say,ipfv,taj-say-ipfv-1,
yeretapi-lk-cultivated-plant-pert-2-pert,eretapi-cultivated-plant,pert,yeretapi-lk-cultivated-plant-pert-2,
yawaka-sow-ipfv-1-ipfv,yawaka-sow,ipfv,yawaka-sow-ipfv-1,
kamprari-big-pert-1-pert,kampra-big,pert,kamprari-big-pert-1,
yawakapeke-sow-prog-tr-1-prog,yawaka-sow,prog,yawakapeke-sow-prog-tr-1,
tayawaka-3p-sow-ipfv-0-3,yawaka-sow,3,tayawaka-3p-sow-ipfv-0,
tayawaka-3p-sow-ipfv-2-ipfv,yawaka-sow,ipfv,tayawaka-3p-sow-ipfv-2,
tayawakari-3p-sow-ipfv-0-3,yawaka-sow,3,tayawakari-3p-sow-ipfv-0,
tayawakari-3p-sow-ipfv-2-ipfv,yawaka-sow,ipfv,tayawakari-3p-sow-ipfv-2,
tasojpatojpe-3p-take-out-fut-0-3,sojpa-take-out,3,tasojpatojpe-3p-take-out-fut-0,
tasojpatojpe-3p-take-out-fut-2-fut,sojpa-take-out,fut,tasojpatojpe-3p-take-out-fut-2,
tayopojpe-3p-find-pst-0-3,yopo-find,3,tayopojpe-3p-find-pst-0,
tayopojpe-3p-find-pst-2-pst,yopo-find,pst,tayopojpe-3p-find-pst-2,
tayawakase-3p-sow-pst-0-3,yawaka-sow,3,tayawakase-3p-sow-pst-0,
tayawakase-3p-sow-pst-2-pst,yawaka-sow,pst,tayawakase-3p-sow-pst-2,
tayawakajpe-3p-sow-pst-0-3,yawaka-sow,3,tayawakajpe-3p-sow-pst-0,
tayawakajpe-3p-sow-pst-2-pst,yawaka-sow,pst,tayawakajpe-3p-sow-pst-2,
ijtetojpano-3-go-fut-concl-0-3,te-go,3,ijtetojpano-3-go-fut-concl-0,
ijtetojpano-3-go-fut-concl-2-fut,te-go,fut,ijtetojpano-3-go-fut-concl-2,
sejpejteke-dream-pl-imp-1-pl,sejpej-dream,pl,sejpejteke-dream-pl-imp-1,
sejpejteke-dream-pl-imp-2-imp,sejpej-dream,imp,sejpejteke-dream-pl-imp-2,
yampejteke-pick-up-plur-pl-imp-2-pl,yampej-pick-up-plur,pl,yampejteke-pick-up-plur-pl-imp-2,
yampejteke-pick-up-plur-pl-imp-3-imp,yampej-pick-up-plur,imp,yampejteke-pick-up-plur-pl-imp-3,
kawaraturu-k-pert-1-pert,kawaratu-k,pert,kawaraturu-k-pert-1,
wajyama-kiss-ipfv-1-ipfv,wajyama-kiss,ipfv,wajyama-kiss-ipfv-1,
tesej-3-name-pert-0-3,ese-name,3,tesej-3-name-pert-0,
tesej-3-name-pert-2-pert,ese-name,pert,tesej-3-name-pert-2,
teseti-3-name-pert-0-3,ese-name,3,teseti-3-name-pert-0,
teseti-3-name-pert-2-pert,ese-name,pert,teseti-3-name-pert-2,
yenipeke-drink-prog-tr-1-1-prog,yeni-drink-2,prog,yenipeke-drink-prog-tr-1-1,
tukontomo-give-ipfv-pl-1-ipfv,tu-give,ipfv,tukontomo-give-ipfv-pl-1,
tukontomo-give-ipfv-pl-2-pl,tu-give,pl,tukontomo-give-ipfv-pl-2,
epejpekontomo-escape-pst-pl-1-pst,epe-escape,pst,epejpekontomo-escape-pst-pl-1,
epejpekontomo-escape-pst-pl-2-pl,epe-escape,pl,epejpekontomo-escape-pst-pl-2,
epepejse-escape-plur-pst-2-pst,epepej-escape-plur,pst,epepejse-escape-plur-pst-2,
wepejse-kill-plur-pst-2-pst,wepej-kill-plur,pst,wepejse-kill-plur-pst-2,
chijpekonton-cop-pst-pl-1-pst,chi-cop,pst,chijpekonton-cop-pst-pl-1,
chijpekonton-cop-pst-pl-2-pl,chi-cop,pl,chijpekonton-cop-pst-pl-2,
tajtopojpe-say-circ-nmlz-pst-2-pst,tajtopo-say-circ-nmlz,pst,tajtopojpe-say-circ-nmlz-pst-2,
taijpe-3p-put-pst-0-3,i-put,3,taijpe-3p-put-pst-0,
taijpe-3p-put-pst-2-pst,i-put,pst,taijpe-3p-put-pst-2,
tawejkakontomo-dawn-ipfv-pl-1-ipfv,tawejka-dawn,ipfv,tawejkakontomo-dawn-ipfv-pl-1,
tawejkakontomo-dawn-ipfv-pl-2-pl,tawejka-dawn,pl,tawejkakontomo-dawn-ipfv-pl-2,
peremekikontomo-talk-ipfv-pl-1-ipfv,peremeki-talk,ipfv,peremekikontomo-talk-ipfv-pl-1,
peremekikontomo-talk-ipfv-pl-2-pl,peremeki-talk,pl,peremekikontomo-talk-ipfv-pl-2,
najmotomo-grandmother-pl-1-pl,najmo-grandmother,pl,najmotomo-grandmother-pl-1,
takeretijne-3-relative-pert-pl-0-3,akere-relative-1,3,takeretijne-3-relative-pert-pl-0,
takeretijne-3-relative-pert-pl-2-pert,akere-relative-1,pert,takeretijne-3-relative-pert-pl-2,
takeretijne-3-relative-pert-pl-3-pl,akere-relative-1,pl,takeretijne-3-relative-pert-pl-3,
tepana-3-dat-0-3,pana-dat,3,tepana-3-dat-0,
tojpajpe-hit-pst-1-pst,tojpa-hit,pst,tojpajpe-hit-pst-1,
itatojpano-hear-fut-concl-1-fut,ita-hear,fut,itatojpano-hear-fut-concl-1,
anajmotomo-2-grandmother-pert-pl-0-2,najmo-grandmother,2,anajmotomo-2-grandmother-pert-pl-0,
anajmotomo-2-grandmother-pert-pl-2-pert,najmo-grandmother,pert,anajmotomo-2-grandmother-pert-pl-2,
anajmotomo-2-grandmother-pert-pl-3-pl,najmo-grandmother,pl,anajmotomo-2-grandmother-pert-pl-3,
waimurujpe-language-pert-pst-1-pert,waimu-language,pert,waimurujpe-language-pert-pst-1,
waimurujpe-language-pert-pst-2-pst,waimu-language,pst,waimurujpe-language-pert-pst-2,
mewinikiri-2-sleep-ipfv-0-2,winiki-sleep,2,mewinikiri-2-sleep-ipfv-0,
mewinikiri-2-sleep-ipfv-2-ipfv,winiki-sleep,ipfv,mewinikiri-2-sleep-ipfv-2,
meyawankaja-2-kill-neg-0-2,yawanka-kill,2,meyawankaja-2-kill-neg-0,
meyawankaja-2-kill-neg-2-neg,yawanka-kill,neg,meyawankaja-2-kill-neg-2,
mekeya-2-think-ipfv-0-2,keya-think,2,mekeya-2-think-ipfv-0,
mekeya-2-think-ipfv-2-ipfv,keya-think,ipfv,mekeya-2-think-ipfv-2,
yamiri-pick-up-ipfv-1-ipfv,yami-pick-up,ipfv,yamiri-pick-up-ipfv-1,
tareri-3-leaf-pert-0-3,are-leaf,3,tareri-3-leaf-pert-0,
tareri-3-leaf-pert-2-pert,are-leaf,pert,tareri-3-leaf-pert-2,
yareri-lk-leaf-pert-2-pert,are-leaf,pert,yareri-lk-leaf-pert-2,
yenipeke-drink-prog-tr-2-1-prog,yeni-drink,prog,yenipeke-drink-prog-tr-2-1,
yare-lk-leaf-pert-2-pert,are-leaf,pert,yare-lk-leaf-pert-2,
yamii-pick-up-hort-1-hort,yami-pick-up,hort,yamii-pick-up-hort-1,
yamipeke-pick-up-prog-tr-1-prog,yami-pick-up,prog,yamipeke-pick-up-prog-tr-1,
yawaranatomo-yawarana-pl-1-pl,yawarana-yawarana,pl,yawaranatomo-yawarana-pl-1,
nwajtenepeke-dance-prog-intr-1-prog,nwajte-dance,prog,nwajtenepeke-dance-prog-intr-1,
yeniri-drink-ipfv-1-ipfv,yeni-drink,ipfv,yeniri-drink-ipfv-1,
tayeniri-3p-drink-ipfv-0-3,yeni-drink,3,tayeniri-3p-drink-ipfv-0,
tayeniri-3p-drink-ipfv-2-ipfv,yeni-drink,ipfv,tayeniri-3p-drink-ipfv-2,
tatapari-3p-beat-ipfv-0-3,tapa-beat,3,tatapari-3p-beat-ipfv-0,
tatapari-3p-beat-ipfv-2-ipfv,tapa-beat,ipfv,tatapari-3p-beat-ipfv-2,
chijpekontomo-cop-pst-pl-1-pst,chi-cop,pst,chijpekontomo-cop-pst-pl-1,
chijpekontomo-cop-pst-pl-2-pl,chi-cop,pl,chijpekontomo-cop-pst-pl-2,
yapijtontom-old-pl-1-pl,yapijton-old,pl,yapijtontom-old-pl-1,
mujnajteja-bury-neg-1-neg,mujnajte-bury,neg,mujnajteja-bury-neg-1,
tamu-3-ripeness-pert-0-3,amu-ripeness,3,tamu-3-ripeness-pert-0,
tamu-3-ripeness-pert-2-pert,amu-ripeness,pert,tamu-3-ripeness-pert-2,
peri-palm-sp-pert-1-pert,pe-palm-sp,pert,peri-palm-sp-pert-1,
ike-put-imp-1-imp,i-put,imp,ike-put-imp-1,
yampejse-pick-up-plur-pst-2-pst,yampej-pick-up-plur,pst,yampejse-pick-up-plur-pst-2,
yasukari-lk-sugar-pert-2-pert,asuka-sugar,pert,yasukari-lk-sugar-pert-2,
yakai-dig-out-hort-1-hort,yaka-dig-out,hort,yakai-dig-out-hort-1,
tenuru-3-eye-pert-0-3,enu-eye,3,tenuru-3-eye-pert-0,
tenuru-3-eye-pert-2-pert,enu-eye,pert,tenuru-3-eye-pert-2,
rokotapetiri-become-crazy-plur-ipfv-2-ipfv,rokotapeti-become-crazy-plur,ipfv,rokotapetiri-become-crazy-plur-ipfv-2,
tenukontomo-3-eye-pert-pl-0-3,enu-eye,3,tenukontomo-3-eye-pert-pl-0,
tenukontomo-3-eye-pert-pl-2-pert,enu-eye,pert,tenukontomo-3-eye-pert-pl-2,
tenukontomo-3-eye-pert-pl-3-pl,enu-eye,pl,tenukontomo-3-eye-pert-pl-3,
tenu-3-eye-pert-0-3,enu-eye,3,tenu-3-eye-pert-0,
tenu-3-eye-pert-2-pert,enu-eye,pert,tenu-3-eye-pert-2,
uchija-1-cop-neg-0-1,chi-cop,1,uchija-1-cop-neg-0,
uchija-1-cop-neg-2-neg,chi-cop,neg,uchija-1-cop-neg-2,
uchijpe-1-cop-pst-0-1,chi-cop,1,uchijpe-1-cop-pst-0,
uchijpe-1-cop-pst-2-pst,chi-cop,pst,uchijpe-1-cop-pst-2,
umukuton-1-child-pert-pl-0-1,muku-child,1,umukuton-1-child-pert-pl-0,
umukuton-1-child-pert-pl-2-pert,muku-child,pert,umukuton-1-child-pert-pl-2,
umukuton-1-child-pert-pl-3-pl,muku-child,pl,umukuton-1-child-pert-pl-3,
tepetiri-go-plur-ipfv-1-ipfv,tepeti-go-plur,ipfv,tepetiri-go-plur-ipfv-1,
yenepeke-eat-meat-prog-tr-1-prog,yene-eat-meat,prog,yenepeke-eat-meat-prog-tr-1,
uyeremari-1-feed-ipfv-0-1,yerema-feed,1,uyeremari-1-feed-ipfv-0,
uyeremari-1-feed-ipfv-2-ipfv,yerema-feed,ipfv,uyeremari-1-feed-ipfv-2,
wajpejnepeke-burn-plur-prog-intr-2-prog,wajpej-burn-plur,prog,wajpejnepeke-burn-plur-prog-intr-2,
waimuja-speak-neg-1-neg,waimu-speak,neg,waimuja-speak-neg-1,
nepiri-bring-ipfv-1-ipfv,nepi-bring,ipfv,nepiri-bring-ipfv-1,
umuku-1-child-pert-0-1,muku-child,1,umuku-1-child-pert-0,
umuku-1-child-pert-2-pert,muku-child,pert,umuku-1-child-pert-2,
menai-2-do-ipfv-0-2,nai-do,2,menai-2-do-ipfv-0,
menai-2-do-ipfv-2-ipfv,nai-do,ipfv,menai-2-do-ipfv-2,
mewaimuru-2-speak-ipfv-0-2,waimu-speak,2,mewaimuru-2-speak-ipfv-0,
mewaimuru-2-speak-ipfv-2-ipfv,waimu-speak,ipfv,mewaimuru-2-speak-ipfv-2,
tepo-3-loc-0-3,po-loc,3,tepo-3-loc-0,
kune-cook-ipfv-1-ipfv,kune-cook,ipfv,kune-cook-ipfv-1,
uyu-1-lk-starchy-food-pert-0-1,u-starchy-food,1,uyu-1-lk-starchy-food-pert-0,
uyu-1-lk-starchy-food-pert-3-pert,u-starchy-food,pert,uyu-1-lk-starchy-food-pert-3,
tapojtepori-3p-want-des-ipfv-0-3,pojtepo-want-des,3,tapojtepori-3p-want-des-ipfv-0,
tapojtepori-3p-want-des-ipfv-3-ipfv,pojtepo-want-des,ipfv,tapojtepori-3p-want-des-ipfv-3,
pikapeke-peel-prog-tr-1-prog,pika-peel,prog,pikapeke-peel-prog-tr-1,
wenkepiri-forget-ipfv-1-ipfv,wenkepi-forget-1,ipfv,wenkepiri-forget-ipfv-1,
yawakija-grate-neg-1-neg,yawaki-grate,neg,yawakija-grate-neg-1,
yamaneja-make-neg-1-neg,yamane-make,neg,yamaneja-make-neg-1,
najmoton-grandmother-pl-1-pl,najmo-grandmother,pl,najmoton-grandmother-pl-1,
sawankuitojpano-die-fut-concl-1-fut,sawankui-die,fut,sawankuitojpano-die-fut-concl-1,
tarojpe-say-pst-1-pst,taro-say,pst,tarojpe-say-pst-1,
warotapeke-work-prog-tr-1-prog,warota-work,prog,warotapeke-work-prog-tr-1,
sereri-bitter-manioc-pert-1-pert,sere-bitter-manioc,pert,sereri-bitter-manioc-pert-1,
terepun-3-sick-pert-0-3,erepun-sick,3,terepun-3-sick-pert-0,
terepun-3-sick-pert-2-pert,erepun-sick,pert,terepun-3-sick-pert-2,
senkapetijpe-finish-plur-pst-2-pst,senkapeti-finish-plur,pst,senkapetijpe-finish-plur-pst-2,
najmotom-grandmother-pl-1-pl,najmo-grandmother,pl,najmotom-grandmother-pl-1,
maketon-mom-pl-1-pl,make-mom,pl,maketon-mom-pl-1,
senkapejse-finish-plur-pst-2-pst,senkapej-finish-plur,pst,senkapejse-finish-plur-pst-2,
papatom-father-pl-1-pl,papa-father,pl,papatom-father-pl-1,
najpitom-grandfather-pl-1-pl,najpi-grandfather,pl,najpitom-grandfather-pl-1,
semaja-die-neg-1-neg,sema-die,neg,semaja-die-neg-1,
ketaja-stink-neg-1-neg,keta-stink,neg,ketaja-stink-neg-1,
tajtojpano-say-fut-concl-1-fut,taj-say,fut,tajtojpano-say-fut-concl-1,
watiri-burn-ipfv-1-ipfv,wati-burn,ipfv,watiri-burn-ipfv-1,
yeniri-drink-ipfv-1-1-ipfv,yeni-drink-2,ipfv,yeniri-drink-ipfv-1-1,
ijmojkapeke-cook-prog-tr-1-prog,ijmojka-cook,prog,ijmojkapeke-cook-prog-tr-1,
ya-ratom-grandchild-pl-1-pl,ya-ra-grandchild,pl,ya-ratom-grandchild-pl-1,
wurijyantomo-woman-pl-1-pl,wurijyan-woman,pl,wurijyantomo-woman-pl-1,
ya-ratomojne-grandchild-pl-pl-1-pl,ya-ra-grandchild,pl,ya-ratomojne-grandchild-pl-pl-1,
ya-ratomojne-grandchild-pl-pl-2-pl,ya-ra-grandchild,pl,ya-ratomojne-grandchild-pl-pl-2,
wepijpekonton-come-pst-pl-1-pst,wepi-come,pst,wepijpekonton-come-pst-pl-1,
wepijpekonton-come-pst-pl-2-pl,wepi-come,pl,wepijpekonton-come-pst-pl-2,
warotajpekontomo-work-pst-pl-1-pst,warota-work,pst,warotajpekontomo-work-pst-pl-1,
warotajpekontomo-work-pst-pl-2-pl,warota-work,pl,warotajpekontomo-work-pst-pl-2,
yeseti-lk-name-pert-2-pert,ese-name,pert,yeseti-lk-name-pert-2,
yokikontomo-eat-starch-ipfv-pl-1-ipfv,yoki-eat-starch,ipfv,yokikontomo-eat-starch-ipfv-pl-1,
yokikontomo-eat-starch-ipfv-pl-2-pl,yoki-eat-starch,pl,yokikontomo-eat-starch-ipfv-pl-2,
inteke-see-pl-imp-1-pl,in-see,pl,inteke-see-pl-imp-1,
inteke-see-pl-imp-2-imp,in-see,imp,inteke-see-pl-imp-2,
wejkapetiri-fall-plur-ipfv-2-ipfv,wejkapeti-fall-plur,ipfv,wejkapetiri-fall-plur-ipfv-2,
yapejpo-grab-des-ipfv-2-ipfv,yapejpo-grab-des,ipfv,yapejpo-grab-des-ipfv-2,
wejkaja-fall-neg-1-neg,wejka-fall,neg,wejkaja-fall-neg-1,
wejkapeti-fall-plur-ipfv-2-ipfv,wejkapeti-fall-plur,ipfv,wejkapeti-fall-plur-ipfv-2,
warotakontomo-work-ipfv-pl-1-ipfv,warota-work,ipfv,warotakontomo-work-ipfv-pl-1,
warotakontomo-work-ipfv-pl-2-pl,warota-work,pl,warotakontomo-work-ipfv-pl-2,
chikonton-cop-ipfv-pl-1-ipfv,chi-cop,ipfv,chikonton-cop-ipfv-pl-1,
chikonton-cop-ipfv-pl-2-pl,chi-cop,pl,chikonton-cop-ipfv-pl-2,
yawankajpe-kill-pst-1-pst,yawanka-kill,pst,yawankajpe-kill-pst-1,
tapejmajpe-3p-bewitch-pst-0-3,pejma-bewitch,3,tapejmajpe-3p-bewitch-pst-0,
tapejmajpe-3p-bewitch-pst-2-pst,pejma-bewitch,pst,tapejmajpe-3p-bewitch-pst-2,
taiche-3p-put-pst-0-3,i-put,3,taiche-3p-put-pst-0,
taiche-3p-put-pst-2-pst,i-put,pst,taiche-3p-put-pst-2,
isere-3-bitter-manioc-pert-0-3,sere-bitter-manioc,3,isere-3-bitter-manioc-pert-0,
isere-3-bitter-manioc-pert-2-pert,sere-bitter-manioc,pert,isere-3-bitter-manioc-pert-2,
ipojpe-put-des-pst-2-pst,ipo-put-des,pst,ipojpe-put-des-pst-2,
ijtepejsejne-3-go-plur-pst-pl-0-3,tepej-go-plur,3,ijtepejsejne-3-go-plur-pst-pl-0,
ijtepejsejne-3-go-plur-pst-pl-3-pst,tepej-go-plur,pst,ijtepejsejne-3-go-plur-pst-pl-3,
ijtepejsejne-3-go-plur-pst-pl-4-pl,tepej-go-plur,pl,ijtepejsejne-3-go-plur-pst-pl-4,
ijtepejsajkontomo-3-go-plur-pfv-pl-0-3,tepej-go-plur,3,ijtepejsajkontomo-3-go-plur-pfv-pl-0,
ijtepejsajkontomo-3-go-plur-pfv-pl-3-pfv,tepej-go-plur,pfv,ijtepejsajkontomo-3-go-plur-pfv-pl-3,
ijtepejsajkontomo-3-go-plur-pfv-pl-4-pl,tepej-go-plur,pl,ijtepejsajkontomo-3-go-plur-pfv-pl-4,
yipiri-mountain-pert-1-pert,yipi-mountain,pert,yipiri-mountain-pert-1,
tasojpase-3p-take-out-pst-0-3,sojpa-take-out,3,tasojpase-3p-take-out-pst-0,
tasojpase-3p-take-out-pst-2-pst,sojpa-take-out,pst,tasojpase-3p-take-out-pst-2,
sojpa-take-out-ipfv-1-ipfv,sojpa-take-out,ipfv,sojpa-take-out-ipfv-1,
teja-go-neg-1-neg,te-go,neg,teja-go-neg-1,
sejpetiri-dream-ipfv-1-ipfv,sejpeti-dream,ipfv,sejpetiri-dream-ipfv-1,
sejpejse-dream-pst-1-pst,sejpej-dream,pst,sejpejse-dream-pst-1,
meyerepuntari-2-lk-become-sick-ipfv-0-2,erepunta-become-sick,2,meyerepuntari-2-lk-become-sick-ipfv-0,
meyerepuntari-2-lk-become-sick-ipfv-3-ipfv,erepunta-become-sick,ipfv,meyerepuntari-2-lk-become-sick-ipfv-3,
waimu-language-pert-1-pert,waimu-language,pert,waimu-language-pert-1,
yojse-eat-starch-pst-1-pst,yoj-eat-starch,pst,yojse-eat-starch-pst-1,
tainiri-3p-see-ipfv-0-3,ini-see,3,tainiri-3p-see-ipfv-0,
tainiri-3p-see-ipfv-2-ipfv,ini-see,ipfv,tainiri-3p-see-ipfv-2,
meyojse-2-eat-starch-pst-0-2,yoj-eat-starch,2,meyojse-2-eat-starch-pst-0,
meyojse-2-eat-starch-pst-2-pst,yoj-eat-starch,pst,meyojse-2-eat-starch-pst-2,
mewine-2-from-0-2,wine-from,2,mewine-2-from-0,
ejsejpeti-1-2-dream-ipfv-0-12,sejpeti-dream,12,ejsejpeti-1-2-dream-ipfv-0,
ejsejpeti-1-2-dream-ipfv-2-ipfv,sejpeti-dream,ipfv,ejsejpeti-1-2-dream-ipfv-2,
yakaramari-tell-ipfv-1-ipfv,yakarama-tell,ipfv,yakaramari-tell-ipfv-1,
ejchiyakon-1-2-friend-pert-0-12,chiyakon-friend,12,ejchiyakon-1-2-friend-pert-0,
ejchiyakon-1-2-friend-pert-2-pert,chiyakon-friend,pert,ejchiyakon-1-2-friend-pert-2,
mesejpetijpe-2-dream-pst-0-2,sejpeti-dream,2,mesejpetijpe-2-dream-pst-0,
mesejpetijpe-2-dream-pst-2-pst,sejpeti-dream,pst,mesejpetijpe-2-dream-pst-2,
